video_id,audiocap_groundtruth,generated_caption,audiocap_rouge1_recall,audiocap_bert_precision,audiocap_bert_recall,audiocap_bert_f1
a7g3P1HGV4E_0.000_7.000,The sound of wind and howling,Thank you for watching!,0.0,0.772,0.7829,0.7774
cJGg7_oC-wM_70.000_80.000,a woman speaking and then a relaxing electronic music,and working at their computers for long periods at a time.,0.2222,0.852,0.8432,0.8476
clJZQsQzGCA_490.000_500.000,The sound of bells ringing and echoing,,0.0,0.0,0.0,0.0
d3or4p2BXx0_260.000_270.000,"a soft thud, a burst of frantic noise, and then the sound of something being shut off.",You,0.0,0.8213,0.7865,0.8035
e3BdNhbiDwA_230.000_240.000,The sound of an engine starting up,Thank you for watching.,0.0,0.7981,0.8218,0.8098
e6Df7Ocuqcs_180.000_190.000,"A low, menacing growl of a terrifying robot or beast",,0.0,0.0,0.0,0.0
evy2azZk3kE_40.000_50.000,The sound of cheerful instrumental ensemble and people is singing together,,0.0,0.0,0.0,0.0
fWwV7o4VjEQ_30.000_40.000,"The person is singing along with the music of various instruments, including drums and an electric guitar.",I,0.0,0.837,0.792,0.8139
g7sVjiG-ytg_110.000_120.000,"Cheerful music with multiple instruments, including a keyboard, drums, and vocals",Like comment and subscribe for more,0.0909,0.7497,0.785,0.7669
h8myevRe4r0_0.000_10.000,steady sound of a heartbeat,You,0.0,0.8547,0.7923,0.8223
hJYU3nBSyFo_10.000_20.000,car engine starting up,Thanks for watching!,0.0,0.7716,0.8125,0.7915
j53tAI-EGcI_30.000_40.000,soft and regular ticking sound and noises and cuckoo calls,Thank you for watching and don't forget to subscribe!,0.1,0.7565,0.7951,0.7753
mNsYlojC_kM_230.000_240.000,wheels woman mimic,"Go, go, go, go, go!",0.0,0.7636,0.8344,0.7974
p63sYVCLVUk_30.000_40.000,grinder sound metal friction,Thank you for watching.,0.0,0.7884,0.7866,0.7875
pZF-hff52ts_60.000_70.000,gun shot reload man shout,are both five,0.0,0.848,0.823,0.8353
r5kMQR8qbcQ_30.000_40.000,ringing wind,Thanks for watching!,0.0,0.7632,0.7998,0.7811
rzHXGinD6ZE_20.000_30.000,music car crash,Pyrocynical,0.0,0.7397,0.8189,0.7773
s8UnuTvElzQ_0.000_10.000,loose items in a container,Thanks for watching!,0.0,0.7724,0.8166,0.7939
uKGo4phKqLM_10.000_20.000,music singing,And now throw it under the water! Get it out! Get it out! Get it out! Get it out! Get it out!,0.0,0.7683,0.8346,0.8001
vB00cAT5iPo_60.000_70.000,chowing,That's it. That's it. ,0.0,0.832,0.7815,0.8059
xfNeZaw4o3U_17.000_27.000,motor,,0.0,0.0,0.0,0.0
yBYd03Hr2kQ_320.000_330.000,music electric guitar,,0.0,0.0,0.0,0.0
z3xiKSDoZEI_160.000_170.000,The sound of scissors cutting something,Thanks for watching!,0.0,0.7597,0.7874,0.7733
zUCZ4R0NNes_0.000_10.000,farting,Thanks for watching!,0.0,0.7539,0.919,0.8283
zZU-PJA5Woo_30.000_40.000,music singing,,0.0,0.0,0.0,0.0
-EZDd29Id-A.21,a man is saying a phrase. a small device on a desktop is being opened.,insulation on so I know where it goes. First thing I'm tempted to do is measure the battery voltage directly on this battery. It's quite a big battery it's not it's not the full size in there I think,0.2,0.8175,0.8552,0.8359
-rr68KmhIzc.20,a sound is being made. sounds of a commercial for a toy are being made. a sound is being played.,"I got an itch I thought you could help me scratch, Cowboy. Flashback.",0.0,0.8321,0.8275,0.8298
0A5UYpuxRQg.10,someone says do it and go . someone is expressing joy to go home.,"That one was definitely, I think, a heavy cream. Woo. Oh, good. Okay. I feel like I ate butter.",0.0,0.8468,0.8447,0.8457
1lfmwRJYins.9,a man is speaking about a local event. voices are being recorded. a man is speaking and asking someone about a sound. someone is speaking in a conversation. people are talking.,"Your watch, whether you're climbing stairs or running... What we're seeing right now, boxing, right? Exactly, boxing. Everything related to bodyweight is very complicated. Boxing, skipping, jumping rope, push-ups, abs, it's extremely complicated.",0.0323,0.8078,0.8352,0.8213
2xmCKjpuSfQ.24,a man is talking about products. a man s voice is being heard. a person is speaking about a video game.,"which happens on the next day, November 23rd. For those who don't know, Procon de São Paulo keeps this list that you just need to do a quick search to reduce the chances of having a headache when making a purchase.",0.1429,0.8145,0.8338,0.8241
4lUOJNaRy3I.3,someone is saying something good. a sound is being made. radio show sound. an announcement is being made.,"on your marriage, and you guys are both in the zone right now.",0.0,0.8488,0.852,0.8504
4vtPYQ7cyd0.10,voice acting is being heard. someone is talking about something. no credit needed. someone s voice is being heard.,"to make a couple of kills, just start the game and it's over there. And now we go with the next map.",0.0,0.843,0.8419,0.8424
5_-yllGCcFk.118,someone is laughing. someone is laughing at a musical event at a park. sound of someone having sex with a group or having sex. someone is laughing at school.,"Oh! My philosophy was correct! Why'd you choose to stay one, Dad? Why?",0.0,0.8249,0.83,0.8274
68-QAwB8TdI.1,a man is speaking. people are having a good time in a bar. people are discussing things. someone is speaking on televisions. people are recording sounds of a shop.,"projects. Take us away. Start with a thin sheet of brass. We're using shim stock here 15,000 available from McMaster.",0.069,0.8337,0.8368,0.8353
6duevT5XQjI.12,people are having a conversation. a news event is being played.,"need that in our lives. Like, if I see like a big mountain or I'm driving out in the desert and I see a massive structure, you know. It's a reality.",0.1818,0.8194,0.8142,0.8168
96VZFklUM_Q.32,someone is speaking. a man is speaking about something and he is also talking about the situation. someone is talking about their career goals. a man is speaking.,just a whole food type of diet which is like this primal paleo-esque type of diet where I just you know eat real good clean food.,0.0714,0.7978,0.8333,0.8152
9PhmPJ_p_T4.14,sound of a store. a voice is being recorded in an airport lobby. a person in a shopping mall is introducing himself to a product. a man is talking about a shoe shop. a man is speaking.,adapter this is exactly a hot shoe connector because it got connec-ter,0.0811,0.8061,0.8216,0.8138
A-7BwBBtzUI.89,an audio commentary is being made. this is a darker and dark soundtrack for a film. a short loopable clip is being played.,"Usually, simply staying away from it is enough to avoid potentially aggressive behavior. It's fundamental never to offer food to this massive bird.",0.087,0.8454,0.8464,0.8459
Bltc4o615qI.43,a show is being done. a radio announcer is in conversation. a speech is being given.,"I literally took me two months to learn this song, phonetically. It is so difficult.",0.0625,0.8435,0.85,0.8467
D7-F3rQX4VI.4,someone s girlfriend is speaking. a female voice is saying something.,This first hairstyle is girly pinup pigtails. I'm wearing this vintage inspired bathing suit as a top with bright pink lips and to start off just brush out throughout your hair and the part we are going to do a diagonal and then straight down the back of your head.,0.1818,0.7963,0.846,0.8204
Fn4ULUxA3KI.21,a man is speaking. voice is being heard. sound is being recorded for a commercial.,us to this week's series of looking at who will win the race to replace Dan Ackerson.,0.0,0.8197,0.8483,0.8337
GfoyjUOE9Ek.8,someone is talking. an old man is asking for help or help. someone is speaking a funny manner. someone is speaking a phrase. someone is speaking to a phone call.,"You know that scene where Finn is recognised by one of the stormtroopers, he goes TREATOR and throws his gun away and then has some hand-to-hand gubbins going on?",0.0333,0.8091,0.8319,0.8203
INNIheBpNKY.22,a request for credit is heard in the audio. a request is made. male voice is speaking in a language. a man is speaking.,"One of the teams that you've mentioned, I think they were the ones that were able to move, improve the most kind of just organically, just internally. They're built around young players in a fair, what was a new system for them. And I think they continuously got better as last season moved along. And I was expecting them just to get better this year.",0.2083,0.809,0.8351,0.8219
IauuGcFwWZg.49,men are discussing. fishing rods are being pointed to. people are talking at a coffee shop.,lot of doing this is a lot of these spots right here these are where the players are gonna be landing so they're just trying to keep these areas really nice for the players which I understand but I've never hit off a map,0.25,0.8174,0.8581,0.8373
Jy04Fe2rNmw.2,someone is walking and talking. someone is crushing and telling about its benefits.,"So it has a loop there for your belt, where you can attach a loop there off your backpack. Velcro. So everything fits inside of there. And it's stainless steel.",0.0769,0.825,0.8411,0.8329
LOVcimphxEc.1,music is playing for fun. a sound is being made for a movie trailer. a woman is speaking in a cheerful voice. someone is speaking.,Well I guess that depends on how you define crying because on one hand nearly all land mammals produce tears but these tears are used to keep their eyes moist and lubricated so they can move easily and it helps to protect them from dirt.,0.0,0.7944,0.8413,0.8172
LrL3EbvtOVw.40,sounds are present. a sound is created using a sampler. a voice is playing. a sound is playing.,"after a few minutes, which was all the battery power the ship had. That likely means that some of the batteries were damaged, but that doesn't matter now.",0.0556,0.8229,0.8469,0.8347
MrisGbNESmA.2,a woman is walking with a horse and speaking. a woman is speaking.,them strength during their stay in the jails and we wish them just power that they know that we're still with them. again,0.1538,0.8191,0.8533,0.8358
NAIQyoPcjNM.11,a sound is being tested. a voice is saying the message that should be successful. someone is speaking. sound is present.,"If your opponent's piece blocks either of your paths, move the rook to the occupied square, and there you go! Another...",0.0476,0.8134,0.848,0.8303
NYl0fGcNVl0.6,a person singing and speaking through a busy streets at night. a party is being held. a man is speaking and singing in front of a microphone. sounds are being made in a street. someone is speaking.,It says the matter is still getting attention internally. ANC campaigning continued across provinces this weekend. Its election head was in Bumalanga.,0.0541,0.828,0.8337,0.8308
P2TWje4lsgQ.7,male voice is speaking. someone is speaking. the street sounds like a street trip. someone is talking to their boss.,"starting Stacey Adams with the fiberglass wheels. Stacey Adams with the wood wheels, you know, look nice. With the fiberglass wheels, it's very slippery. You pump your",0.05,0.8216,0.8415,0.8314
Q9zKGzm4qnI.17,sound is being edited. voice samples are heard. someone is speaking. sounds are being made.,a half. Not something I would eat all the time but I wouldn't mind eating them again. I would definitely go out and get these again because they are really good.,0.0667,0.8044,0.8477,0.8255
QJgUEYFR49Y.46,someone is talking. someone is speaking. a voice is heard. someone is singing.,"We painted one, we painted all of them. Thank you, dogs. The rest of you stay here in good hands. So that when they arrive, they throw them away. There is a flag for you. Chingón. But that it is someone who needs them. Now I'm going to leave here.",0.3077,0.8191,0.8451,0.8319
QPHZ8rHeIXo.8,someone is talking. a coach is speaking about a recording on an iphone. someone is talking about the benefits of a new project. someone is telling someone what they love me.,"You'll also notice that a lot of the cages are overgrown right now. Now it's baby season, egg season, so you don't",0.0968,0.8267,0.8341,0.8304
S2AfkLBFuP4.8,someone is saying a line that sounds like a zombie. a man is speaking. someone is making a sound.,I'll stop the video until it's done I'll see you there And here we are guys And this download is almost done I liked it Before the download Because it does exactly what I do And the game of course,0.0526,0.8041,0.8503,0.8266
UbpTXBNIXtQ.18,voice request is being conducted by a computer. the sound is recorded with a zoom mic. a sound is being heard. voice over is being recorded for a podcast. someone is asking for help with a microphone then it s good to be free.,"adjust it that way. Maybe even add a little bit more warmth around there with it too. Okay? So at this point, I think we're done inside of Lightroom.",0.0682,0.8182,0.8119,0.815
UmWkmGAu5Hc.14,someone is recording an engine. someone is asking for money to work. a man is speaking. sounds are being recorded. someone is recording a gas meter.,"Well what I'm going to have to do is I'm going to have to take and cut, try and do a stress relief cut in here, in here.",0.1154,0.8031,0.8275,0.8151
Wtll1g9i0M8.15,voice is being used in a game. a woman is speaking. a woman is speaking in a room with some english words added. a young woman is speaking in a kitchen.,Harry Potter books then. I feel like JK Rowling kind of created a loophole for herself in the Harry Potter series by making the houses match up to people's characteristics. And this created,0.0645,0.814,0.8341,0.8239
YSsSpw_t0I4.45,sound is being made from sample loops. someone is talking. a voice sample is heard.,because my natural your natural eyebrow shape I can see it so I just take out little hairs that aren't in the natural eyebrow and then I take off a little bits of hairs are in the center,0.0667,0.8097,0.8368,0.8231
ZZKUxUjdcQw.17,someone is singing and talking to someone else. music is being heard at a dance. someone is saying hello hello you really don t know what you are doing . . someone is playing with her cat.,baby. Look at this. What am I going to do with this hair? It's insanity. Look.,0.1081,0.8522,0.8165,0.834
_PtMggNfNHY.1,a lawn mower is working. a lawn mower is working at a park.,"I was in the garage getting everything set up for Nicole and PJ, Nicole brought, no Nicole, I was just talking to Nicole with the vet.",0.0,0.8249,0.8427,0.8337
_dXv_q8ierI.19,someone is talking about a game. a man is asking if he is listening. someone is speaking about an old man.,leader is all organized inside of a leader box. My worms are all organized inside of a worm bag. I've got a few plastic...,0.1429,0.8412,0.8504,0.8458
aAzt7VFvhH0.5,freesound sounds. voice samples. a sample of a freesound project is being played.,A big game because anyone almost anyone can pick it up and have fun with their friends and just fight it out and you,0.0769,0.8072,0.8161,0.8116
aoRW7iWXwoM.31,a man is selling fish on a boat near a river. someone is walking along a street near a cathedral. man is speaking on a street.,"Very very big, it's like a Liverpool, like an iron palace, a big department store of pure things of photos and videos. Apart from that you always find them cheaper than us.",0.0769,0.8235,0.8389,0.8312
b4G1my-YWoU.13,a female voice is speaking. a sound effect is being made.,Maybe no one happier than Hanna so to give you an idea of just how thin this ice really is it cracks right underneath my boot. Now Hanna's had free range of this four acres since she was a little,0.1818,0.8004,0.8452,0.8222
brRabaaeoy4.36,ambient noise is playing. someone is making a cooking introduction. a cook is cooking food while cooking.,"is an art. Next, we're gonna put the buns down. That's the wrong bun. It's too little.",0.0588,0.8424,0.8396,0.841
bvoF_lFC_gg.59,a chef s menu is being cooked. the waiter is making food while being interviewed and cooking for a party. a delicious pizza is being put in a bar. ingredients are being used.,"If you have a chair, you can sit like this and work, and in principle it will fit here 1, 2, 3, 4, and maybe even 5 people.",0.0909,0.8227,0.8438,0.8331
eRiuGf1nzM0.3,someone is speaking. a woman is speaking. a person is speaking. a woman is telling the news.,"know at this stage. So Natasha, like you mentioned, we know that four people have been killed in this float plane crash off the coast of central BC. Five people have been killed in the crash.",0.0588,0.833,0.852,0.8424
izQ3nLG4wU0.12,an off beat interview is being played on the radio. a commentary about a basketball game is being made. a mix of voices is heard. a sports match is being played on the internet.,the way the game is being played. The Golden State Warriors have mastered it. They've mastered it from the three-point line. They've mastered it from the defensive end. So they have put together a full package.,0.2059,0.8288,0.8307,0.8298
jn9rHjphwtY.3,a young man and woman are having a conversation. a person is talking on the show.,"This is by far the best show, and he calls me morning psycho by far. Not even close. Morning psycho.",0.25,0.8418,0.8521,0.8469
kVDixF4dN3g.9,a person is giving an intro. people are talking about something. sound is being recorded.,I have never in the 40 years that I have attended Parks Board meetings heard such a statement made.,0.0667,0.8332,0.8549,0.8439
mAG7Kwi9KOI.71,a sound of a person s body movement is playing. sound is made in the kitchen with the freesound. a hip hop sound is being played. a sound is made by hand clapping.,"I'm going on a walk. So I'm just getting ready to head over to my buddy's house right now, but before I left, I actually just left. Rebecca thinks I'm gone.",0.0303,0.8173,0.8183,0.8178
ockTDkyCbiY.22,someone is talking. music playing.,"We just don't have the very deep kind of conversations that we sometimes have in Germany, like discussing about deep stuff of life and really sharing those deep feelings that are inside.",0.0,0.8087,0.8858,0.8455
piYDsIrSvME.27,man speaking,"a like, a share, or if you have something to add, remember to comment below. Thanks.",0.0,0.7879,0.8212,0.8042
prmGPzSpZtg.20, someone is saying something,amazing it's jaw-dropping right everyone be nice to your brother,0.0,0.8299,0.8446,0.8372
pyehK5UGPk8.17,a man is speaking. someone is speaking.,"It's called Land Rover Approved. Before entering this Land Rover Approved, the car will be tested for 160 points, diagnosed, and its evaluation will be made, and its price will be known.",0.0,0.8204,0.8734,0.8461
rCqVWGlMXcY.1,people are talking,"It's not weird, I promise, it's just for a medical thing, don't worry.",0.0,0.7908,0.8021,0.7964
sEHxWBHUAlM.121,a sound test is taking place tapping electronic,"but you should totally join. You wanna say like, hi mom or whatever? Like, that's what kids like to do that, right? My mom already knows I'm here. Right, fair enough. But does she know you have good posture? Yeah, does she know you have good posture? So this is a little bit, sort of what's going on here, right?",0.25,0.779,0.8278,0.8026
uLWBKxHSwyY.36,a man is talking,through it was also very hot it was in the afternoon the train was already nice drove in and definitely has,0.0,0.8076,0.8344,0.8208
uLcn-Q-TLO8.39,a woman is talking,"hand or attached to my person, uh, in the house at all times. Obviously outside the house too, but in the house at all times, 24 seven. And, uh, so he was, I was in the kitchen.",0.0,0.7897,0.8342,0.8113
v266CJ4-yhA.12,someone is talking,You have one meltdown and burn the city to the ground and then you have to get back to the heart. That's it. Okay. I thought Drogon was going to burn Jon to ashes after this. Instead he takes his rest.,0.0,0.8046,0.8123,0.8084
wC-L0S7Lz_0.46,talking,"It might do a seatbelt a little bit better, but it's, use your blade, cut your rope, and this is just kind of an afterthought, in my opinion, with the rope cutter. Nice. Yep.",0.0,0.7941,0.8193,0.8065
wllkJ2lazaI.4,someone is speaking,"As a matter of fact, our planet has a lot of water on the inside, and it's quite possible that it just came from within the planet itself. But some scientists thought that maybe it came from outer space, maybe it came from comets, and so many scientists were so excited to study",0.0,0.7867,0.8467,0.8156
y2ZbO4KBLnY.3,talking,"No, not really. We got the new Harley-Davidson Breakout, it's got a 1690cc motor, the 103B twin cam, and we brought along the Victory Gunner, which is like a 106 cubic inch, like all the Victories. Yeah, so it's already outgunning the Harley a little bit by three.",0.0,0.7647,0.8133,0.7883
ze0vbGinCyY.54,talking,now even though yours you know you're trying to get that fourth place I mean a win would be massive it would it would be massive yeah that that's why it would be,0.0,0.7427,0.8175,0.7783
