video_id,objectlabels_groundtruth,generated_caption,objectlabels_rouge1_recall,objectlabels_bert_precision,objectlabels_bert_recall,objectlabels_bert_f1
P2TWje4lsgQ.7,skate shoe man,People are preparing their roller skates before gliding and dancing on a colorful rink.,0.0,0.8069,0.8273,0.817
P9keWnQjNJY_20.000_30.000,grass chicken,A group of chickens and turkeys explore a grassy field near a fenced area in a peaceful farm setting.,0.0,0.8243,0.8885,0.8552
Q9zKGzm4qnI.17,man,"A man is speaking directly to the camera in a calm, professional setting with shelves in the background.",1.0,0.8016,0.8263,0.8138
QJgUEYFR49Y.46,man garage car shop,"A group of people in a garage workshop discuss and work on a red vintage car, with various tools and tires visible around them.",0.5,0.8449,0.9011,0.8721
QPHZ8rHeIXo.8,man boy cage,A person inspects a mesh-enclosed outdoor habitat structure.,0.0,0.8629,0.8536,0.8582
R7ls6ZQJ5UM_570.000_580.000,cartoon dolphin sea mountain tree,A playful dolphin jumps out of the water near a scenic cliffside under a bright blue sky.,0.2,0.8489,0.8613,0.8551
RX5jaZv52rQ_280.000_290.000,man nail tools,A person skillfully uses a hand saw to cut through a wooden plank secured on a workbench.,0.0,0.8262,0.8401,0.8331
S2AfkLBFuP4.8,windows computer program,A Tomb Raider game is being installed on a computer while the progress bar gradually fills up.,0.3333,0.829,0.8756,0.8516
SlcWZ2TKjnM_140.000_150.000,anime,"In a romantic scene at sunset, a heartfelt message about lost love unfolds.",0.0,0.8176,0.8251,0.8213
Sv9fcuRfk2o_70.000_80.000,men drink car road,"Two people are casually walking through a parking lot, each carrying a drink.",0.25,0.836,0.8407,0.8384
TiFboW8mqd4_30.000_40.000,parrot mirror staircase,"A cockatiel interacts with its reflection in a mirror, seemingly curious and playful.",0.3333,0.8404,0.835,0.8377
UbpTXBNIXtQ.18,apple computer program image,A photo of a garden scene with a bench undergoes editing adjustments in Adobe Lightroom to enhance its visual appeal.,0.0,0.8206,0.8421,0.8312
UmWkmGAu5Hc.14,tool metal,A mechanic inspects and points out details on a worn vehicle part with visible damage.,0.0,0.8201,0.8244,0.8222
Uq3iKbCNDCM_60.000_70.000,man violin church,"A man in a red sweater listens intently as a violinist performs passionately in an elegant, empty concert hall.",0.3333,0.821,0.8751,0.8472
W7gn2todzbg_30.000_40.000,alarm bell,Two vintage alarm clocks are shown side by side as their hands tick away the time on a shelf.,0.5,0.8067,0.8008,0.8037
Wtll1g9i0M8.15,man scarf blue,"A young man enthusiastically discusses a topic on camera, humorously correcting himself after using the word ""loophole.""",0.3333,0.8064,0.8293,0.8177
YSsSpw_t0I4.45,woman makeup mirror,A person is applying makeup while looking into a small mirror.,0.6667,0.875,0.9189,0.8964
ZHSPLH5-zvw_50.000_60.000,man drum kit,A drummer passionately plays an energetic drum solo in a studio setting.,0.3333,0.8595,0.889,0.874
ZX7EzqMBjfo_160.000_170.000,yellow leaves piano,"A person plays an organ, transitioning from a view of colorful leaves to the musician.",0.3333,0.8382,0.8536,0.8458
ZZKUxUjdcQw.17,woman baby,"A baby in a polka dot outfit sits on a woman's lap, curiously looking around and reaching towards the camera.",0.5,0.8249,0.9212,0.8704
_PtMggNfNHY.1,man park,A man wearing a hat talks outdoors in front of a wooden playground on a cloudy day.,0.5,0.8232,0.8409,0.8319
_dXv_q8ierI.19,man backpack fishing rod,A person is organizing equipment and supplies in a fishing kayak.,0.25,0.8692,0.8918,0.8804
a7g3P1HGV4E_0.000_7.000,tree wind indicator,A vertical wind turbine steadily rotates against a cloudy sky.,0.3333,0.8438,0.8796,0.8613
aAzt7VFvhH0.5,game console cartoon,"Animated characters engage in a dynamic battle on a Sony PS Vita screen, showcasing an action-packed gaming experience.",0.0,0.8412,0.8635,0.8522
aoRW7iWXwoM.31,man walk sidewalk,"A person enthusiastically walks through a construction-covered sidewalk in a bustling city, sharing their excitement.",0.3333,0.8462,0.8672,0.8565
b4G1my-YWoU.13,dog woman snow ice lake boot winter,"A playful black dog is running around in the snowy outdoors near a frozen pond, while a person in a purple coat walks on the ice.",0.2857,0.8276,0.8527,0.84
brRabaaeoy4.36,bread sauce plate,A person prepares toasted buns with Thousand Island dressing on a kitchen counter.,0.0,0.8238,0.8392,0.8315
bvoF_lFC_gg.59,man table chair backpack,"A person playfully hops onto a box, pretending to play an invisible piano on a bench in a room.",0.0,0.8314,0.8193,0.8253
cJGg7_oC-wM_70.000_80.000,woman massage balcony man,A person is receiving a massage on an outdoor patio while seated on a chair designed for back massages.,0.25,0.8342,0.8664,0.85
clJZQsQzGCA_490.000_500.000,bell,"The video clip features close-up views of a large bell, possibly being rung.",1.0,0.8025,0.8425,0.822
d3or4p2BXx0_260.000_270.000,television,A flickering screen displaying static on an old TV gradually fades to black.,0.0,0.7939,0.8137,0.8037
e3BdNhbiDwA_230.000_240.000,juicer arm watch,A person is blending a pink smoothie in a blender.,0.0,0.8355,0.8062,0.8206
e6Df7Ocuqcs_180.000_190.000,dog forest,"A dog is seen exploring a dense, green forest.",1.0,0.855,0.892,0.8732
eRiuGf1nzM0.3,woman newsroom,A news anchor delivers a report in a bustling newsroom.,0.5,0.8349,0.8524,0.8436
evy2azZk3kE_40.000_50.000,man instrument harp,"A performer passionately sings and plays the harp on stage, wearing a colorful garment.",0.3333,0.854,0.8562,0.8551
fWwV7o4VjEQ_30.000_40.000,paint woman,A mysterious video clip transitions from a painted face on hands to a young woman standing calmly beside a heart-marked post.,0.5,0.805,0.8767,0.8393
g7sVjiG-ytg_110.000_120.000,computer screen white stripes,A video clip shows a music production software interface with visual elements of a keyboard and promotional images.,0.0,0.8234,0.822,0.8227
h8myevRe4r0_0.000_10.000,text,"The video clip reveals the ""Dream Up"" project, highlighting ""The Revelation"" with over 20 tracks.",0.0,0.8012,0.8176,0.8093
hJYU3nBSyFo_10.000_20.000,red car,A red car with a modified exhaust system emits puffs of smoke as it idles in place.,1.0,0.82,0.8928,0.8548
izQ3nLG4wU0.12,man table basketball game,"In the video clip, Scottie Pippen discusses the 1995-96 Chicago Bulls' historic 72-win regular season during a roundtable interview, alongside footage of NBA Finals action.",0.0,0.795,0.8324,0.8133
j53tAI-EGcI_30.000_40.000,deer cuckoo clock,"The video clip captures a close-up, downward pan of a detailed wooden deer carving.",0.3333,0.8271,0.8176,0.8223
jn9rHjphwtY.3,TV program woman man,"The video clip features a discussion on MSNBC about a tweet from Donald Trump criticizing other morning shows and praising ""Fox and Friends"" for their ratings.",0.0,0.8069,0.829,0.8178
kVDixF4dN3g.9,woman people lecture flower stone,"An elderly woman speaks passionately at a public meeting, followed by two men inspecting large wooden structures outdoors.",0.2,0.857,0.8621,0.8595
mAG7Kwi9KOI.71,dog shoes woman clothes man,A person interacts with dogs at home before speaking to the camera in an elevator.,0.0,0.8318,0.8044,0.8179
mNsYlojC_kM_230.000_240.000,woman street skateboard people overpass house chair bridge,"A skateboarder attempts a trick under a bridge, ending with a fall, and later stands up smiling.",0.125,0.8601,0.8611,0.8606
ockTDkyCbiY.22,man coat glove hat tree snow,A man outdoors in a snowy setting appears to be speaking passionately while gesturing expressively.,0.1667,0.813,0.8036,0.8083
p63sYVCLVUk_30.000_40.000,man grinder metal,A craftsman skillfully sharpens and polishes straight razors in a workshop.,0.0,0.825,0.8172,0.8211
pZF-hff52ts_60.000_70.000,sniper scope gun shoot soldier compass video game,"A sniper takes aim from a distance, eliminating a guard, before navigating through a snowy base with crates and a fallen enemy.",0.125,0.8355,0.8371,0.8363
piYDsIrSvME.27,man trees,A man standing outdoors speaks to the camera while a message encourages viewers to give the video a thumbs up.,0.5,0.8172,0.8489,0.8328
prmGPzSpZtg.20,people crowd convention paper car,A group of people enthusiastically gather around a hand-drawn sketch of a blue sports car at a car show.,0.4,0.8472,0.8469,0.847
pyehK5UGPk8.17,man coat wall glasses room,A person is explaining something in a partially constructed room with exposed brick walls.,0.2,0.8424,0.8342,0.8383
r5kMQR8qbcQ_30.000_40.000,wind bell wild trees flower,"A large wooden wind chime sways gently in a lush, green garden setting.",0.2,0.8437,0.8332,0.8384
rCqVWGlMXcY.1,man shirt brick wall logo earth,A person is introduced in a video segment featuring news-related graphics and a host speaking against a backdrop with a logo.,0.1667,0.8155,0.8314,0.8234
rzHXGinD6ZE_20.000_30.000,woman dress door Spider-Man car,"A playful animated character strolls past a door, transitions to a superhero posing by a yellow car, and concludes with whimsical ""The End"" and ""Special Scene"" titles.",0.4,0.8299,0.8485,0.8391
s8UnuTvElzQ_0.000_10.000,instrument red carpet,A hand spins a small wooden dumbbell-like object before setting it down on a red surface.,0.3333,0.7916,0.7999,0.7957
sEHxWBHUAlM.121,man room computer motherboard box mouse,Two individuals discuss and assemble a computer setup featuring ASUS components in a tech-focused video.,0.1667,0.8481,0.8434,0.8457
uKGo4phKqLM_10.000_20.000,woman crowd dance,"A performer energetically dances on stage, capturing the attention of an enthusiastic crowd.",0.3333,0.8587,0.9015,0.8796
uLWBKxHSwyY.36,man red shirt hat room green fire tree rollercoaster,A man discusses something indoors while a large explosion occurs near a roller coaster outside.,0.1111,0.8508,0.8339,0.8422
uLcn-Q-TLO8.39,dog golden retriever floor woman room glass,"A woman explains while two dogs play on the floor, later joined by a third dog.",0.4286,0.8404,0.8234,0.8318
v266CJ4-yhA.12,host TV man woman,"The video clip features a lively discussion on a talk show about the conclusion of ""Game of Thrones"" after eight seasons.",0.0,0.8109,0.8219,0.8164
vB00cAT5iPo_60.000_70.000,hamster white broccoli table,A cute hamster enjoys munching on a piece of broccoli at a small table.,0.75,0.8406,0.8496,0.8451
wC-L0S7Lz_0.46,knife rope glove paper floor,A person demonstrates the handling and cutting capabilities of a folding knife on promotional materials.,0.2,0.8406,0.8089,0.8244
wllkJ2lazaI.4,man earth space ocean,A person is presenting information about Earth while a rotating globe is displayed in the background.,0.25,0.8299,0.8441,0.837
xfNeZaw4o3U_17.000_27.000,man bicycle bike road street,A person rides a bicycle from a driveway onto the road and continues down a hilly path surrounded by trees.,0.4,0.8477,0.8804,0.8638
y2ZbO4KBLnY.3,man motorcycle road sunglasses,Two motorcyclists showcase and discuss their bikes while taking a ride through an urban area and stopping at a dock.,0.0,0.8408,0.8682,0.8543
yBYd03Hr2kQ_320.000_330.000,instrument guitar pedal,A person adjusts the knobs on a Dr. Scientist Cosmichorus effects pedal.,0.3333,0.8256,0.849,0.8372
z3xiKSDoZEI_160.000_170.000,scissors cloth table,A person carefully trims the excess fabric from a stitched piece of cloth using scissors.,0.6667,0.8294,0.8402,0.8348
zUCZ4R0NNes_0.000_10.000,woman sofa,"A person is sleeping on a blue couch, wrapped in a striped blanket.",0.0,0.8458,0.894,0.8693
zZU-PJA5Woo_30.000_40.000,band instruments,A group of bagpipers in traditional attire performs in front of a stone archway on a rainy day.,0.0,0.8134,0.8295,0.8214
ze0vbGinCyY.54,men room table,A group of four men engage in a discussion around a table in a studio setting.,0.6667,0.8423,0.8329,0.8376
