video_id,audiocap_groundtruth,generated_caption,audiocap_rouge1_recall,audiocap_bert_precision,audiocap_bert_recall,audiocap_bert_f1
CgTc_-A_Gzw_0.000_8.000,A whistling sound,"""A horse gracefully appears on the screen, its presence contrasting with the chaotic sounds of 'BLEEEE' in the background.""",0.0,0.8153,0.846,0.8303
HTBxRn8Sbyc_7.000_17.000,a machine is cutting trees,"A sequence of English letters displayed prominently against a black background, conveying a sense of mystery, was accompanied by a melodic soundtrack. The focus shifted to a single word: ""You"".",0.2,0.8113,0.8544,0.8323
Jk5dHnmduAg_320.000_330.000,birds are shot down,"Two women were engaged in conversation while seated in a black chair; one wore a white top and the other a black top. They appeared to be working at their computers for extended periods, deepening their discussion as they collaborated on their tasks.",0.0,0.7934,0.8503,0.8209
KzzKguqINa8_100.000_110.000,a piece of music is being played,"""In the cage, a mouse was barking, creating an unexpected scene that caught everyone's attention.""",0.1429,0.8329,0.8398,0.8363
Ln0Epmhtvao_150.000_160.000,tubular instrument is being struck. different instruments are being played,"In the room, a TV set was playing softly in the background, creating a steady hum of noise that filled the space.",0.0,0.8478,0.8484,0.8481
Meshocn2mZQ_30.000_40.000,music and croaking are played,"""Outside, a group of people in uniform dress were joyfully playing musical instruments, creating a harmonious and pleasant sound.""",0.2,0.8287,0.8343,0.8315
Olrb-mdHJ7s_150.000_160.000,mouse is making a sound,"""A sleek black car pulled up on the side of the road, creating a noticeable buzz as it came to a stop.""",0.2,0.8324,0.8596,0.8458
OseeYF_ud7g_120.000_130.000,an instrument is being played,"In the room, a man was skillfully tapping on a drum set, producing a captivating rhythmic sound that echoed through the space. His focused movements created a lively atmosphere, inviting everyone to listen closely as the beats resonated, filling the air with energy and creativity.",0.0,0.8215,0.8471,0.8341
P9keWnQjNJY_20.000_30.000,chickens are clucking with the wind blowing,"In the dimly lit room, a man lay asleep, his rhythmic snoring filling the air with a persistent sound, ""ʻɔʃ,"" echoing softly and creating a soothing backdrop to the tranquil atmosphere.",0.2857,0.8099,0.8513,0.8301
R7ls6ZQJ5UM_570.000_580.000,a music is played,"A magnificent flock of birds soared gracefully across the vast blue sky, filling the air with their melodious sounds, creating a harmonious symphony of nature.",0.25,0.8089,0.8476,0.8278
RX5jaZv52rQ_280.000_290.000,some noise,"""As the day began, the alarm clock rang loudly in the room, breaking the early morning silence.""",0.0,0.8191,0.8382,0.8285
SlcWZ2TKjnM_140.000_150.000,a music is played,"""Amidst the emotional backdrop of the music, a broken phone is displayed, symbolizing connection and trust, as someone expresses their deep feelings: 'I know I love you, and that's how I know I trust you.'""",0.75,0.8011,0.8825,0.8398
Sv9fcuRfk2o_70.000_80.000,two men are laughing and takling happily,"A man dressed in a black coat was riding a bicycle along the road, navigating the path with ease despite the surrounding environment. The scene captures a sense of movement and purpose as he pedals forward, immersed in his journey.",0.1429,0.8409,0.8665,0.8535
TiFboW8mqd4_30.000_40.000,a bird is making a sound,"In the room, a man was carefully cutting a piece of cloth with a pair of scissors, focusing on precision as he worked. The atmosphere was filled with the soft sound of the scissors snipping through the fabric, creating an ambiance of creativity and craftsmanship.",0.5,0.8326,0.8796,0.8555
Uq3iKbCNDCM_60.000_70.000,violin instrument music,"""In the sound of the bell, the camera focuses on the clock in the sky, capturing the passage of time that resonates with each chime.""",0.0,0.8065,0.8039,0.8052
W7gn2todzbg_30.000_40.000,alarm is ringing and clock ticks,"""Accompanying the music, a striking picture of a woman in a white dress is beautifully displayed.""",0.1667,0.8096,0.8377,0.8234
ZHSPLH5-zvw_50.000_60.000,"The crisp, continuous sound of drumming or music instrument","A man wearing a green jacket is intently spraying vibrant paint onto a silver object, fully immersed in the atmosphere created by the accompanying music, surrounded by an overwhelming sense of creativity and artistic expression.",0.3333,0.8235,0.8249,0.8242
ZX7EzqMBjfo_160.000_170.000,"The melodious sound of musical instruments, piano music","""A man was joyfully engaged in playing with a small toy on the table, creating a delightful rattle sound as he moved it around.""",0.25,0.8325,0.8345,0.8335
a7g3P1HGV4E_0.000_7.000,The sound of wind and howling,A man dressed in a gray coat was focused on polishing a piece of wood using a whirring machine that filled the air with a soft hum. The rhythmic sound created an atmosphere of diligence and craftsmanship as he worked meticulously on the wooden surface.,0.6667,0.8123,0.8373,0.8246
cJGg7_oC-wM_70.000_80.000,a woman speaking and then a relaxing electronic music,"""As the music plays, an image of a man and a woman emerges, followed by yet another picture of a man and a woman, evoking a sense of connection and romance. The moment elicits a simple 'Oh' in response, capturing the emotional impact of the visuals.""",0.5556,0.8452,0.876,0.8603
clJZQsQzGCA_490.000_500.000,The sound of bells ringing and echoing,"""In the room, a man was using a powerful juicer, which roared loudly, filling the air with its vibrant noise as he prepared fresh juice.""",0.1429,0.8281,0.8518,0.8398
d3or4p2BXx0_260.000_270.000,"a soft thud, a burst of frantic noise, and then the sound of something being shut off.","""Accompanying the music, a captivating image of a man deeply engaged in playing an instrument is showcased, enhancing the auditory experience with a visual representation of musical artistry.""",0.2941,0.8286,0.8476,0.838
e3BdNhbiDwA_230.000_240.000,The sound of an engine starting up,"In the heart of the woods, a dog was barking excitedly while a man engaged in conversation, his voice mingling with the ambient sounds of nature.",0.2857,0.8378,0.854,0.8458
e6Df7Ocuqcs_180.000_190.000,"A low, menacing growl of a terrifying robot or beast","In the intense action of the game, a man wielding a gun was firing at the enemy, the sound of each shot resonating with a heavy thud, echoing the urgency and drama of the battlefield.",0.3,0.8526,0.8531,0.8529
evy2azZk3kE_40.000_50.000,The sound of cheerful instrumental ensemble and people is singing together,"In a chaotic scene within the room, a group of people engaged in a heated altercation, causing a loud noise that echoed their tensions. Amidst the turmoil, one voice could be heard exclaiming, ""No!"" as the conflict escalated.",0.2727,0.8373,0.8529,0.845
fWwV7o4VjEQ_30.000_40.000,"The person is singing along with the music of various instruments, including drums and an electric guitar.","""In the music, a man is focused intently on debugging the machine placed on the table, which seems to be crucial for creating the right sounds.""",0.2353,0.8551,0.8717,0.8633
g7sVjiG-ytg_110.000_120.000,"Cheerful music with multiple instruments, including a keyboard, drums, and vocals","A man dressed in a sleek black coat and wearing sunglasses strolled along the road, engaged in conversation with a companion beside him. The two seemed to share a light-hearted moment, discussing the experience of walking, perhaps even playfully referencing moments about cars and timing, as if reflecting on an enjoyable outing that was unfolding right now.",0.2727,0.833,0.8373,0.8351
h8myevRe4r0_0.000_10.000,steady sound of a heartbeat,"""In the room, two colorful parrots stood on the stairs and made a vibrant sound.""",0.2,0.8424,0.8615,0.8519
hJYU3nBSyFo_10.000_20.000,car engine starting up,"In the serene depths of the woods, a man dressed in a long black coat was energetically waving his whip, producing a series of sharp crackling sounds that echoed through the trees. The atmosphere was filled with an intriguing tension, as the whip danced through the air, its sharp cracks piercing the calm of the forest.",0.0,0.7906,0.8308,0.8102
j53tAI-EGcI_30.000_40.000,soft and regular ticking sound and noises and cuckoo calls,"A woman in a white top was joyfully dancing to the lively music, moving rhythmically as the upbeat sounds played in the background. The atmosphere was filled with energy as she immersed herself in the moment, embodying the spirit of the music with every step.",0.0,0.816,0.8237,0.8198
mNsYlojC_kM_230.000_240.000,wheels woman mimic,"As soft music played in the background, two little girls emerged joyfully from the car—one wearing a vibrant red dress and the other dressed in a sweet pink dress. With excitement in her voice, one of the girls exclaimed, ""I'm ready!""",0.0,0.7928,0.8355,0.8136
p63sYVCLVUk_30.000_40.000,grinder sound metal friction,"In the softly lit room, a woman reclined in a comfortable chair while a man was engaged in conversation, their voices creating a gentle atmosphere. ",0.0,0.817,0.79,0.8033
pZF-hff52ts_60.000_70.000,gun shot reload man shout,"A man was fishing peacefully by the river, captivated by the rhythmic rattle of the water, when he noticed a burst of energy nearby—clearly, the day was still young, and the excitement of his surroundings would keep him actively engaged.",0.2,0.7985,0.8265,0.8123
r5kMQR8qbcQ_30.000_40.000,ringing wind,"""In the sound of the game, the character is energetically jumping up and down, adding excitement to the experience.""",0.0,0.8108,0.8251,0.8179
rzHXGinD6ZE_20.000_30.000,music car crash,"""Amidst the cheerful music, the computer screen is constantly shifting and transforming, as if reflecting the vibrant energy of the moment, reminding me of how you have inspired me.""",0.3333,0.8036,0.8175,0.8105
s8UnuTvElzQ_0.000_10.000,loose items in a container,"""A red excavator was busy working in the woods, creating a buzz as it moved through the trees.""",0.4,0.8294,0.8512,0.8402
uKGo4phKqLM_10.000_20.000,music singing,"On the stage, a man was captivating the audience as he skillfully played an enchanting instrument, producing a wonderful sound that filled the air with a sense of magic and wonder. The melodies emanating from his performance resonated deeply, evoking emotions and creating an unforgettable atmosphere.",0.0,0.8031,0.8429,0.8225
vB00cAT5iPo_60.000_70.000,chowing,"In the dimly lit room, a woman lay on the ground, unexpectedly barking like a dog, the peculiar sound echoing around her.",0.0,0.796,0.7838,0.7899
xfNeZaw4o3U_17.000_27.000,motor,A fluffy white hamster was happily munching on a variety of fresh vegetables placed on the table.,0.0,0.7866,0.8294,0.8074
yBYd03Hr2kQ_320.000_330.000,music electric guitar,"In the room, two people were playing table tennis, the rapid exchange of the ball creating a lively crackling sound that filled the air, while the atmosphere was charged with energy and focus.",0.0,0.7982,0.8073,0.8028
z3xiKSDoZEI_160.000_170.000,The sound of scissors cutting something,"In the room, a man was singing passionately into a microphone, while another man skillfully played an instrument, creating a vibrant atmosphere. The singer expressed a desire to be captured in a video for his home, sharing the intimate performance with others.",0.1667,0.8152,0.8195,0.8173
zUCZ4R0NNes_0.000_10.000,farting,"A longhaired man wearing a vibrant green jacket sat comfortably on a rock, engaged in playing an instrument, creating a serene atmosphere amidst nature.",0.0,0.7742,0.9189,0.8404
zZU-PJA5Woo_30.000_40.000,music singing,"In a serene outdoor setting, a flock of chickens grazed on the lush green grass, pecking at the ground as they wandered about. Nearby, a man engaged in conversation, possibly enjoying the peaceful ambiance and the playful nature of the chickens around him.",0.0,0.7885,0.8375,0.8123
-EZDd29Id-A.21,a man is saying a phrase. a small device on a desktop is being opened.,"A man in a white coat sat in a chair and engaged in a discussion about the Harry Potter series, reflecting on how J.K. Rowling crafted a unique framework where the different houses correspond to distinct personality traits, which he believes created an intriguing dynamic within the story.",0.4,0.8283,0.8599,0.8438
-rr68KmhIzc.20,a sound is being made. sounds of a commercial for a toy are being made. a sound is being played.,"""In the voice of a man, the narrative unfolds, revealing how, after a few minutes, the ship's battery power began to deplete, indicating potential damage to some of the batteries, though that detail seems less relevant in the ever-shifting scene.""",0.15,0.8368,0.8515,0.8441
0A5UYpuxRQg.10,someone says do it and go . someone is expressing joy to go home.,"""In the authoritative voice of a man, a chessboard is thoughtfully displayed, illustrating the strategic maneuvering of a rook. As he explains, if your opponent's piece blocks your path, you can move the rook to capture the occupied square, showcasing the tactical decisions in the game of chess.""",0.1429,0.8275,0.8554,0.8412
1lfmwRJYins.9,a man is speaking about a local event. voices are being recorded. a man is speaking and asking someone about a sound. someone is speaking in a conversation. people are talking.,"""In a captivating manner, a voice of a man guides the mouse's movements across the screen, as adjustments are made to enhance warmth and detail in the digital image editing process, signaling that the work within Lightroom is nearing completion.""",0.2581,0.8264,0.851,0.8385
2xmCKjpuSfQ.24,a man is talking about products. a man s voice is being heard. a person is speaking about a video game.,"""A man in a blue jacket was engaged in conversation, discussing the upcoming events and providing advice on making informed purchases to avoid complications, referencing resources that could assist others in their buying decisions.""",0.0952,0.8334,0.8586,0.8458
4lUOJNaRy3I.3,someone is saying something good. a sound is being made. radio show sound. an announcement is being made.,"In the room, a woman was engaged in a conversation while holding a child, expressing her thoughts animatedly about the child's hair, exclaiming, ""What am I going to do with this hair? It's insanity!"" as she pointed with enthusiasm.",0.0556,0.8071,0.8507,0.8283
4vtPYQ7cyd0.10,voice acting is being heard. someone is talking about something. no credit needed. someone s voice is being heard.,"""In the room, a woman with glasses was engaged in conversation with the camera, discussing the presence of someone in the house at all times, mentioning that he was in the kitchen.""",0.0526,0.8385,0.8524,0.8454
5_-yllGCcFk.118,someone is laughing. someone is laughing at a musical event at a park. sound of someone having sex with a group or having sex. someone is laughing at school.,"A man in a gray coat lay on the ground, his voice filled with urgency as he passionately spoke, “My philosophy was correct! Why did you choose to stay, one dad? Why?”",0.1034,0.8097,0.8319,0.8206
68-QAwB8TdI.1,a man is speaking. people are having a good time in a bar. people are discussing things. someone is speaking on televisions. people are recording sounds of a shop.,"""A man in a sleek black suit is energetically introducing a highly anticipated basketball game, emphasizing the Golden State Warriors' mastery of strategic play, particularly from the three-point line and on the defensive end.""",0.2414,0.821,0.8511,0.8358
6duevT5XQjI.12,people are having a conversation. a news event is being played.,"""In the snow, a man in a hat was engaged in conversation, reflecting on the differences in the depth of discussions, reminiscing about the profound dialogues he once had in Germany, where they would share their innermost feelings and explore the deeper aspects of life.""",0.2727,0.8116,0.841,0.826
96VZFklUM_Q.32,someone is speaking. a man is speaking about something and he is also talking about the situation. someone is talking about their career goals. a man is speaking.,"In the room, a man in a blue shortsleeved shirt and a man in a black shortsleeved shirt were engaged in a conversation about their work, discussing various projects. They had a piece of wood in front of them, which seemed to be part of their current endeavor. The atmosphere suggested a collaborative discussion, possibly focused on materials and techniques, as they referenced starting with materials like a thin sheet of brass, indicating a practical and hands-on approach to their projects.",0.2857,0.8162,0.8663,0.8405
9PhmPJ_p_T4.14,sound of a store. a voice is being recorded in an airport lobby. a person in a shopping mall is introducing himself to a product. a man is talking about a shoe shop. a man is speaking.,"A man was riding a Harley-Davidson motorcycle on the road while another man was engaged in a conversation about motorcycles, discussing the features of the new Harley-Davidson Breakout, which boasts a 1690 cc motor and a 103B twin cam, as well as comparing it to the Victory Gunner, known for its 106 cubic inch engine.",0.2973,0.8023,0.8542,0.8274
A-7BwBBtzUI.89,an audio commentary is being made. this is a darker and dark soundtrack for a film. a short loopable clip is being played.,"In the room, a woman was brushing her hair while discussing her first hairstyle tutorial, which highlighted girly pin-up pigtails. She was wearing a vintage-inspired bathing suit as a top and had bright pink lips, as she began to demonstrate how to style her hair by parting it diagonally and then straight down the back of her head.",0.1739,0.811,0.8525,0.8312
Bltc4o615qI.43,a show is being done. a radio announcer is in conversation. a speech is being given.,"""A man in a black coat was introducing a green machine, showcasing its organized features while discussing the setup of his materials, including a leader box and a worm bag.""",0.25,0.8222,0.8681,0.8446
D7-F3rQX4VI.4,someone s girlfriend is speaking. a female voice is saying something.,"""A man dressed in a sleek black suit and a woman wearing a stylish black coat were engaged in conversation, discussing what he referred to as 'the best show' and playfully referencing his morning routine.""",0.0909,0.8185,0.862,0.8397
Fn4ULUxA3KI.21,a man is speaking. voice is being heard. sound is being recorded for a commercial.,"A woman in a vibrant purple coat was walking through the snow, animatedly talking as she enjoyed the chilly winter atmosphere, perhaps sharing her happiness with those around her.",0.1333,0.8405,0.8732,0.8565
GfoyjUOE9Ek.8,someone is talking. an old man is asking for help or help. someone is speaking a funny manner. someone is speaking a phrase. someone is speaking to a phone call.,"""A man in a black coat was talking, encouraging viewers to engage by liking or sharing, and inviting them to comment below with their thoughts or contributions.""",0.1667,0.8311,0.8527,0.8418
INNIheBpNKY.22,a request for credit is heard in the audio. a request is made. male voice is speaking in a language. a man is speaking.,"A woman in a white top passionately discusses her thoughts with a man beside her, reflecting on the intense emotions and dramatic events, like one character's potential to unleash destruction.",0.25,0.8427,0.8613,0.8519
IauuGcFwWZg.49,men are discussing. fishing rods are being pointed to. people are talking at a coffee shop.,"""A man in a white jacket passionately addresses the camera, discussing the intriguing origins of Earth's water, all while standing in front of a stunning visual of a blue planet that represents our own.""",0.125,0.8237,0.8709,0.8467
Jy04Fe2rNmw.2,someone is walking and talking. someone is crushing and telling about its benefits.,"In a dimly lit room, two men dressed in sleek black coats engaged in a lively conversation. One remarked, ""You should totally join,"" suggesting an invitation. The other added with a hint of humor, ""You want to say like hi mom or whatever? Like that's what kids like to do, right?"" This playful banter hinted at a casual yet meaningful exchange, as they discussed familiar topics that seemed to resonate with their experiences, while also touching on something deeper, perhaps about self-awareness and relationships. Their interaction, though brief, illustrated a moment of connection amidst the mystery of their shared attire.",0.1538,0.7948,0.844,0.8186
LOVcimphxEc.1,music is playing for fun. a sound is being made for a movie trailer. a woman is speaking in a cheerful voice. someone is speaking.,"In the picture, a man is enthusiastically explaining a game that is accessible and enjoyable for almost anyone, emphasizing how players can easily pick it up, have fun with friends, and engage in exciting battles.",0.28,0.8437,0.8698,0.8566
LrL3EbvtOVw.40,sounds are present. a sound is created using a sampler. a voice is playing. a sound is playing.,"""A man and a woman were engaged in a lively conversation in the room, both clearly focused and immersed in the moment.""",0.1111,0.8313,0.8518,0.8415
MrisGbNESmA.2,a woman is walking with a horse and speaking. a woman is speaking.,"""In a man's voice, the mouse keys control the computer interface, while the speaker expresses his anticipation for the video to finish and mentions the challenges of loading, urging his friends not to take too long with the download.""",0.2308,0.8242,0.876,0.8493
NAIQyoPcjNM.11,a sound is being tested. a voice is saying the message that should be successful. someone is speaking. sound is present.,"""In the room, a man engages in a dialogue while interacting with a mysterious red egg, reminiscent of a scene where characters face recognition and conflict, highlighting the tension and action of a striking encounter.""",0.1429,0.8341,0.8657,0.8496
NYl0fGcNVl0.6,a person singing and speaking through a busy streets at night. a party is being held. a man is speaking and singing in front of a microphone. sounds are being made in a street. someone is speaking.,"""Outside, a man speaks thoughtfully as he observes the animals in the overgrown cages, remarking on the vibrant activity of baby season and egg season.""",0.1351,0.8465,0.8647,0.8555
P2TWje4lsgQ.7,male voice is speaking. someone is speaking. the street sounds like a street trip. someone is talking to their boss.,"""Four men sat at a table in the room, engaged in an animated discussion, their conversation centered around the excitement of competition and the significance of striving for a win, especially as they all aimed for that coveted fourth place.""",0.15,0.8277,0.8454,0.8365
Q9zKGzm4qnI.17,sound is being edited. voice samples are heard. someone is speaking. sounds are being made.,"In a thought-provoking conversation, a man in a black suit engages with another man in a black suit, reflecting on the significance of imposing structures in our surroundings. They discuss the impact of witnessing grand landscapes, such as towering mountains or vast desert formations, emphasizing the powerful reality these sights bring to our lives.",0.0,0.808,0.8636,0.8349
QJgUEYFR49Y.46,someone is talking. someone is speaking. a voice is heard. someone is singing.,"A man and a woman sat on the sofa engaging in a conversation, exploring the nuances of emotions and the biological aspects of crying among land mammals, while sharing insights on how tears serve to keep their eyes moist and protected from dirt.",0.0769,0.8252,0.8632,0.8438
QPHZ8rHeIXo.8,someone is talking. a coach is speaking about a recording on an iphone. someone is talking about the benefits of a new project. someone is telling someone what they love me.,"""In the room, a man in a red coat was talking while it was a hot afternoon, creating a lively atmosphere as the conversation unfolded.""",0.1613,0.8467,0.8538,0.8502
S2AfkLBFuP4.8,someone is saying a line that sounds like a zombie. a man is speaking. someone is making a sound.,"""A lively group of people engaged the audience through song and dance on stage, while a man addressed the crowd, passionately discussing the ongoing ANC campaigning efforts across provinces, particularly highlighting the importance of their upcoming victory in Pumalanga.""",0.1053,0.8273,0.8601,0.8434
UbpTXBNIXtQ.18,voice request is being conducted by a computer. the sound is recorded with a zoom mic. a sound is being heard. voice over is being recorded for a podcast. someone is asking for help with a microphone then it s good to be free.,"A group of people sat attentively in the room, listening to a man passionately speaking about his experiences over the past 40 years at various events, recounting how he had never heard such a significant statement made before.",0.1591,0.8119,0.8186,0.8152
UmWkmGAu5Hc.14,someone is recording an engine. someone is asking for money to work. a man is speaking. sounds are being recorded. someone is recording a gas meter.,"A man in a black coat was holding a piece of paper and animatedly discussing something that he found impressive, saying, ""amazing, it's jaw-dropping,"" as he urged the man next to him to be nice to his brother.",0.1538,0.8265,0.8522,0.8391
Wtll1g9i0M8.15,voice is being used in a game. a woman is speaking. a woman is speaking in a room with some english words added. a young woman is speaking in a kitchen.,"In the room, a man wearing a plaid shirt was speaking directly to the camera, reassuringly stating, ""It's not weird, I promise. It's for a medical thing, don't worry.""",0.1935,0.8289,0.8616,0.8449
YSsSpw_t0I4.45,sound is being made from sample loops. someone is talking. a voice sample is heard.,"In the game, a man is shooting with a gun, making a few eliminations right at the start of the match. We can hear a man's voice commenting on the action, mentioning that the game has ended quickly, and now they are moving on to the next map.",0.2,0.8448,0.8702,0.8573
ZZKUxUjdcQw.17,someone is singing and talking to someone else. music is being heard at a dance. someone is saying hello hello you really don t know what you are doing . . someone is playing with her cat.,"In the room, a man in black shortsleeves sat comfortably on a stool, engaging his audience with a discussion about the setup. He expressed hope that the equipment would hold up well, while demonstrating how one could sit and work effectively, suggesting that the space could accommodate multiple people if needed.",0.0811,0.8186,0.822,0.8203
_PtMggNfNHY.1,a lawn mower is working. a lawn mower is working at a park.,"""Outside, a man in a hat speaks to the camera about his preparations in the garage for an event involving Nicole, mentioning his conversation with a vet.""",0.2308,0.8317,0.8509,0.8412
_dXv_q8ierI.19,someone is talking about a game. a man is asking if he is listening. someone is speaking about an old man.,"In the room, a woman wearing a blue coat sat comfortably in a chair, engaged in conversation while a mask covered her face. As she spoke, her expression hinted at a light-hearted moment, perhaps reflecting on a rich and indulgent experience, saying, ""That one was definitely a heavy cream."" She smiled and added, ""Oh good! I feel like I ate butter.""",0.0952,0.8223,0.8579,0.8397
aAzt7VFvhH0.5,freesound sounds. voice samples. a sample of a freesound project is being played.,"A man in a blue coat sat on a rock, engaged in conversation about his whole food diet, which he describes as a primal, paleo-inspired approach that focuses on eating real, clean food.",0.1538,0.814,0.8184,0.8162
aoRW7iWXwoM.31,a man is selling fish on a boat near a river. someone is walking along a street near a cathedral. man is speaking on a street.,"""In the sultry voice of a woman, a man reclines in bed, feeling restless. Suddenly, another man emerges, setting the stage for an intriguing flashback, where desires intertwine and tension builds. The air crackles as the woman provocatively suggests, 'I got an itch. I thought you could help me scratch, cowboy.'""",0.1538,0.8175,0.851,0.8339
b4G1my-YWoU.13,a female voice is speaking. a sound effect is being made.,"""A man is introducing and demonstrating the machine in front of him while discussing the process of making a stress relief cut.""",0.1818,0.8407,0.8772,0.8585
brRabaaeoy4.36,ambient noise is playing. someone is making a cooking introduction. a cook is cooking food while cooking.,"A man was in the room, engaged in conversation while fiddling with his belongings, including a large battery. He expressed his intention to measure the battery voltage directly, indicating a focus on understanding its condition.",0.1765,0.8279,0.8554,0.8414
bvoF_lFC_gg.59,a chef s menu is being cooked. the waiter is making food while being interviewed and cooking for a party. a delicious pizza is being put in a bar. ingredients are being used.,"""A man in a black coat speaks with a camera, discussing the specifics of a hot shoe connector and its connection features.""",0.1818,0.8346,0.844,0.8392
eRiuGf1nzM0.3,someone is speaking. a woman is speaking. a person is speaking. a woman is telling the news.,"A man in a black coat was engaged in conversation with someone next to him, discussing various forms of physical training, including boxing, skipping, and body weight exercises, emphasizing the complexity and commitment required for effective workouts.",0.2353,0.8322,0.863,0.8473
izQ3nLG4wU0.12,an off beat interview is being played on the radio. a commentary about a basketball game is being made. a mix of voices is heard. a sports match is being played on the internet.,"A man in a black coat was walking down the street, talking animatedly about a large store reminiscent of a department store filled with various photo and video equipment, highlighting how you can often find these items at lower prices.",0.2059,0.8405,0.851,0.8457
jn9rHjphwtY.3,a young man and woman are having a conversation. a person is talking on the show.,"""In the animated scene, a man and a woman engage in conversation amidst the serene surroundings of the woods, discussing essential safety tips regarding wildlife encounters, emphasizing the importance of maintaining distance and avoiding the offer of food to large birds.""",0.4375,0.8509,0.9022,0.8758
kVDixF4dN3g.9,a person is giving an intro. people are talking about something. sound is being recorded.,"""Outside, a man engages his audience as he showcases his belongings, demonstrating how his items, including a stainless steel piece with a versatile loop for attaching to a belt or backpack, are neatly organized and well-designed to fit together.""",0.1333,0.8273,0.8656,0.846
mAG7Kwi9KOI.71,a sound of a person s body movement is playing. sound is made in the kitchen with the freesound. a hip hop sound is being played. a sound is made by hand clapping.,"""A woman wearing a blue coat was passionately speaking into a horn, conveying a message of strength and solidarity, emphasizing to her audience that they are still with those enduring hardships during their time in jail.""",0.1818,0.8157,0.8294,0.8225
ockTDkyCbiY.22,someone is talking. music playing.,"A man wearing a black coat was engaged in conversation with a woman in the room, discussing his plans to head over to his friend's house while mentioning that Rebecca mistakenly thinks he has already left.",0.0,0.8264,0.895,0.8594
piYDsIrSvME.27,man speaking,"A man in a plaid shirt was engaged in conversation with another man beside him, discussing plans and expressing gratitude, while ensuring that everything was in good hands for the others involved.",0.5,0.8011,0.8245,0.8126
prmGPzSpZtg.20, someone is saying something,"A man in a black coat was talking, discussing the thorough checks a car must undergo before being approved for sale, including a detailed assessment of numerous criteria to determine its value.",0.0,0.8065,0.8421,0.8239
pyehK5UGPk8.17,a man is speaking. someone is speaking.,"A woman in a black coat was engaged in a conversation in the room, discussing the tragic news about the float plane crash off the coast of central BC, where four people have been confirmed killed.",0.1429,0.8318,0.892,0.8608
