video_id,objectlabels_groundtruth,generated_caption,objectlabels_rouge1_recall,objectlabels_bert_precision,objectlabels_bert_recall,objectlabels_bert_f1
4KeFV0rAu_0_14.000_24.000,A phone with a broken screen,"The video features an individual speaking to a microphone while the camera captures the scene from various angles, and the person wears a green hat and appears to be either performing a song or delivering an address. Another person, who seems to be a member of the same group or event, stands nearby, also speaking into a microphone and wearing a similar outfit. The background is decorated with what appears to be a garden or outdoor area, with people in formal attire,",0.5,0.7986,0.8439,0.8206
4lUOJNaRy3I.3,man woman wedding microphone,"The video features a baby girl in a pink and white polka dot onesie, with a shiny necklace and earrings, being held up to the camera by a person who's arm is visible on the left side. She appears to be looking at the camera with curiosity and is wearing a light pink lipstick, possibly to mimic the woman's look. She seems to be in the care of a family, judging by the presence of other",0.0,0.7727,0.8344,0.8024
4vtPYQ7cyd0.10,video game gun,"This video shows a man in the process of throwing an object, specifically a stick, into the air. He swings the stick in front of him with force and precision, sending it soaring into the sky before it descends back down to the ground, completing its arc. The man is likely enjoying some outdoor leisure activity, possibly in a park or a similar public area, given the presence of nature and greenery. He seems to be focused on his action, suggesting",0.3333,0.7792,0.8294,0.8035
5_-yllGCcFk.118,boy on the ground,"In this video, we see a person seated at a drum set, showcasing their drumming skills with a passionate expression. The individual, wearing a casual hat, seems to be deeply immersed in the performance, perhaps enjoying the rhythm and sound produced by the drums. The camera is positioned in a way that provides a side view of the drummer and the set, giving the audience a good look at the setup and the various percussion instruments used,",0.25,0.8117,0.8491,0.83
5n0xq6pE_mg_300.000_310.000,"A man with a bomb strapped to him, a man firing two gunshots","In the video, we see a woman sitting on a couch and petting a black dog while the dog is laying on the floor. The woman's attention is divided between her pet and the camera, and she seems to be enjoying the interaction with the dog. The dog appears relaxed and comfortable in her presence. In the background, there is a patterned area rug that adds color and texture to the room. The woman is wearing a black and white shirt, which",0.3846,0.8168,0.8437,0.83
68-QAwB8TdI.1,two men metal sheet,"In the video, there is a large red feller buncher, which is a piece of heavy machinery used in the logging industry to remove tree trunks from a forest. This particular feller buncher is currently working on cutting down trees, with the feller and the log being lifted up into the air by the mechanism, and a conveyor system conveying the felled logs to a processing area or another section of the forest. The trees are being chopped down using a",0.0,0.7768,0.8294,0.8023
6duevT5XQjI.12,two men talking on a show,"The video depicts a group of people engaging in a friendly game of table tennis in an indoor setting. There are at least two players in the scene, one on the left side of the frame and another on the right side, both equipped with bats. The ball is scattered on the ping pong table. The environment suggests an indoor space, possibly a community center or a home with an attached recreation room that has been converted into a makeshift gymnasium.",0.5,0.8006,0.865,0.8316
7FT1WnwOcxA_40.000_50.000,person table tennis,"This video features a man walking through a garden or outdoor space, possibly a park or a school garden, with raised beds where various vegetables like tomatoes, peppers, and herbs are being cultivated. He is shown inspecting the planting and tending to them, possibly indicating his involvement in their care or interest in gardening activities. The man appears to be in a good mood, as he is seen smiling and nodding at the camera, which could",0.0,0.7823,0.8221,0.8017
8aKhvS70_zY_40.000_50.000,girl on the bed,"The video shows a person playing a digital piano or a musical keyboard with a touch screen, which may be an MIDI controller. The musician's fingers are visible, moving along the various keys, indicating movement and interaction with the device. The keyboard has a variety of colored lights which might suggest specific functions or different modes. The musician's movements create rhythmic patterns on the keyboard, implying music creation, and the video seems to be capturing a moment of practice or",0.5,0.7819,0.866,0.8218
94Y_QnedxB8_11.000_21.000,woman keyboard monitor,"This video features a man sitting in front of a picturesque mountain landscape. He appears to be enjoying the scenery while smoking a cigarette. His long hair adds a touch of nature to his appearance. Dressed in a blue top and sunglasses, he seems to be contemplating something or someone, given his thoughtful posture. As the video progresses, he pans left, where we can see another person in the scene, although the background is",0.0,0.7799,0.8199,0.7994
96VZFklUM_Q.32,man speaker in the wild,"This is a video of a man speaking to the camera with a focus on his facial expression and words. He is bald with a beard and mustache, giving the impression of a serious or contemplative tone. The camera angle and quality suggest it might be a live stream or video call, given the presence of a background blurred out of focus. The lighting is soft and the environment appears to be indoors, possibly in a professional setting. The man's mouth",0.6,0.8039,0.863,0.8324
9PhmPJ_p_T4.14,man holding a product,"The video appears to be a candid moment of a group of young adults in a casual setting, possibly at a party or social gathering. It features two individuals sitting close to each other, engaged in a conversation or game of sorts. They seem relaxed, with their casual attire and the presence of a laid-back atmosphere suggesting a more informal setting. The lighting is soft and natural, indicating that the lighting might be from ambient sources, and there are various text",0.25,0.8028,0.8351,0.8186
A-7BwBBtzUI.89,cartoon man large bird,"The video features the song ""The Revelation"" by ""The Used,"" along with the lyrics on the screen. The background is predominantly black, which provides a stark contrast to the colorful and dynamic visuals created by the band. The video begins with a shot of a person's hand and then cuts to the band performing on stage. The camera then focuses on each band member, highlighting their expressions and energy. The chorus of the song appears on",0.0,0.7889,0.8264,0.8072
AU1l1i0H0j0_30.000_40.000,spray metal object,"The video shows a vibrant display of musical sounds with a focus on musical notes arranged in a variety of ways. In one section, a note is depicted with a long stem and another note is shown beside it, potentially indicating a specific chord or harmony in music theory. The visuals are set against a backdrop of a bright sky and the sea, enhancing the atmosphere. However, without specific context or information on the time signature and key, it's not possible",0.0,0.7847,0.8125,0.7983
BPFA7RzzJdM_10.000_20.000,clock rotating gears,"The video features a person who is standing and holding a glass container of a drink. The container appears to be a blender or pitcher, with a clear bottom and a handle on the side. The drink inside appears to be a smoothie or shake, with a pinkish color, and the texture suggests it might be fruity or milkshake. The individual is holding the container upright, displaying it in a casual manner, possibly in a kitchen setting. The",0.0,0.7842,0.8188,0.8011
Bltc4o615qI.43,two men talking on a show,"The video features a hand holding a knife. The scene is set indoors, as suggested by the furniture visible in the background, which includes a couch and a chair. The person's left hand is gripping the handle of the knife, while their right hand is holding the blade, with the sharp tip pointing upward, and they're seen cutting something, though the exact nature of the item being cut isn't clear from the frame alone. The",0.1667,0.7951,0.8513,0.8222
CZc9MZIxSSc_30.000_40.000,man swings a long whip,"In the video, we see two men standing in a workshop, both wearing protective gear and holding up a metal plate on a table. The man on the left is standing in front of the camera and speaking directly to it, while the man on the right stands slightly behind him, possibly indicating that he is being filmed as well. They are in an industrial environment with machines and materials visible in the background, suggesting they might be working on a project or demonstrating a process related",0.4,0.8065,0.8398,0.8229
CaYNuuW9rt4_11.000_21.000,horse pictures,"This video features a group of characters dressed in various superhero costumes, each with unique styles and color schemes. The scenes feature characters engaging in a range of activities that include fighting, sparring, and romantic encounters. The character in the center is wearing a red and yellow costume with yellow lightning bolts, suggesting a costume reminiscent of that worn by the Flash, and another character who resembles Wonder Woman is wearing a blue and",0.0,0.7688,0.8184,0.7928
CgTc_-A_Gzw_0.000_8.000,audio amplitude notes,"The video you've described is quite abstract, showing a collection of broken glass shards and some cracks forming. The exact scene is unclear as it's an abstract depiction without context. If you're looking for something more specific, could you please provide a different angle or more information to give a better description?",0.0,0.7879,0.8072,0.7975
D7-F3rQX4VI.4,girl brown hair pigtail pink lips floral dress,"The video features a man playing an accordion and singing on a stage, likely in a the midst of a performance or event. He appears to be dressed in a colorful and possibly traditional garment, suggesting a cultural or festive occasion. The lighting on the stage is warm and ambient, and the man's expression is focused as he plays and sings, indicating he is fully engrossed in his performance. There are multiple microphones on and around him, indicating that he",0.0,0.7823,0.7649,0.7735
Fn4ULUxA3KI.21,building race to replace akerson,"The video features two individuals interacting in an embrace, with a scene transitioning to show a view of the beach. A hand's gentle caressing of the face is captured, along with a kiss, emphasizing a moment of intimacy between the characters. The serene background of the beach adds to the tranquil atmosphere of the scene.",0.2,0.7931,0.8014,0.7972
GfoyjUOE9Ek.8,hand egg table sofa,"The video shows a person, wearing gloves for safety, applying an unknown substance to a shiny, circular surface, which appears to be a metallic object, possibly a motorcycle part or some type of metal artifact. The individual uses a sprayer or a brush to apply the liquid, possibly a glue, cleaner, or some form of metal preparation to the item. The focus is on the process of the cleaning, enhancing, or modifying of",0.0,0.7711,0.7948,0.7828
HTBxRn8Sbyc_7.000_17.000,tree wood river forest machine,"The video shows a flock of chickens and a turkey in a grassy field, engaged in various activities. Two chickens are eating near a tree, while a turkey is standing and looking around. The chickens appear to be scattered, with some close to the camera and others further away, possibly grazing or exploring the field. The turkey is also seen looking around, possibly scouting its surroundings or in search of food. The environment",0.2,0.7902,0.8026,0.7963
INNIheBpNKY.22,andre snellings hoopslab,"The video shows a small white mouse inside a wire cage. The mouse is engaged in a playful interaction with something within the cage. It seems to be enjoying the activity, and with its head lowered towards the ground, it appears to be nibbling or playing with its own tail. The cage is brightly lit, likely with white lights. The background consists of a red mesh or fabric, possibly a curtain, with a bright light reflecting off it. The",0.0,0.782,0.756,0.7688
IauuGcFwWZg.49,men grass,"This video features a man seated in a chair, engaged in conversation with another person who is seated across from him. The man appears to be wearing a formal shirt, perhaps a suit or dress shirt, with a noticeable tie. The conversation is centered on topics related to sports, with the man leaning in to express his opinion and passion. The other person is partially visible, wearing a tie and a shirt, and is also actively participating in the discussion",0.0,0.773,0.8249,0.7981
Jk5dHnmduAg_320.000_330.000,birds sky,"In the video, we see a man sitting in a car with a woman and another person, all of whom appear to be in the middle of a conversation or possibly waiting for someone. The man in the car takes a picture of himself with a cell phone. Apart from this, there is no clear dialogue or narrative captured in the video. The car is not explicitly identified, but it seems to be a standard passenger vehicle with a visible interior space and a door. The man taking the",0.0,0.7805,0.8037,0.7919
Jy04Fe2rNmw.2,man case steel,"The video features an individual with their face heavily edited and altered to include an unrealistic set of features and expression, giving the appearance of a distressed, possibly disturbed, or fictional entity. The person's eyes are noticeably enlarged and altered to include a wide range of colors from dark to light hues, and their mouth is enlarged to create a disproportionate and eerie effect. Additionally, the skin tone has been modified to",0.0,0.7745,0.8007,0.7874
KzzKguqINa8_100.000_110.000,man piano,"In this video, we see a skateboarder performing tricks on a ramp. The ramp is curved, and the skateboarder is going down it at a slight angle. As the boarder rides down, we see him performing some tricks and a flip. The boarder seems skilled in skateboarding and confident in his moves, as he navigates the curve and does tricks while in motion. Another skateboarder is visible in",0.0,0.7777,0.8047,0.791
LOVcimphxEc.1,man woman couch,"The video begins with a bird perched on a branch that is connected to a wooden swing hanging from a chain. The bird swings gently, creating a peaceful scene. The camera then shifts to a group of lush green bushes and trees in the background, adding a touch of nature's serenity. The focus then shifts to a squirrel that is playfully swinging on a different wooden swing, seemingly enjoying the ride. The camera moves",0.0,0.7825,0.8077,0.7949
Ln0Epmhtvao_150.000_160.000,man instrument music hall,"This video shows a vibrant and lively scene in the jungle, with a large, colorful bird—possibly an eagle or a peacock, given the pattern on its feathers—perched on a sturdy tree branch. Below the bird, a human is standing on the forest floor, seemingly exploring or observing the surroundings. The bird, standing tall and majestic, has a black body with a bright plumage of red",0.0,0.7833,0.8146,0.7987
LrL3EbvtOVw.40,cartoon light electricity smoke,"This video shows a computer desktop with a music production software or beat-making application open, playing in the background as if someone were working on music. The software interface is open with various tracks and instruments visible in the left side, such as a piano roll, a violin, a guitar, drums, and so on, as well as a mixer with faders for volume and other effects. A video with a pop star on the screen is shown, playing on the main window, likely as",0.0,0.77,0.8082,0.7886
Meshocn2mZQ_30.000_40.000,man dance,"In this video, a woman is performing a live singing act on a stage in a venue that appears to be a club or concert hall. She is seen singing passionately into a microphone, with her hands raised high as if expressing emotions or singing along to the music. The stage is vibrant, likely with theatrical lighting that suggests the ambiance of a lively performance. The crowd is seen in the background, with some individuals looking towards her, suggesting that",0.0,0.7777,0.82,0.7983
MrisGbNESmA.2,woman speaker,"The video shows a graphic with the text ""Anndre Sellings - Hoopslab"" prominently displayed. The background is mostly black, and there's a faint pattern that might suggest a basketball hoop. Below the text, the words ""HoopsLab"" are displayed in a smaller font. The background includes a lighter shade that could be the court or background of a basketball hoop, though the details are not clear. The video description mentions the use",0.0,0.7679,0.8292,0.7974
NAIQyoPcjNM.11,chess,"The video shows a woman in a room with a sink, mirror, and what appears to be a bathroom setting. She is brushing her long, curly hair, wearing a colorful, patterned dress, and is using a brush. In the reflection of the mirror, she's smiling at the camera. The room looks like a domestic interior, possibly a bathroom, with a white fixture visible in the mirror's reflection. The woman has her hair part",0.0,0.763,0.822,0.7914
NYl0fGcNVl0.6,election campaign,"This video showcases a person opening a computer case and removing its components with the help of another person. The video starts with a view of the computer case from the front and side, and the hands of the two people open the side of the computer case. The computer is then taken apart, and components are handled by the hands as they work to remove them carefully and systematically. The focus of the video is on the process of computer hardware removal and the tools involved. The video shows a variety",0.0,0.7803,0.8312,0.805
Olrb-mdHJ7s_150.000_160.000,mouse wheel,"The video shows a group of people gathered outside, likely at an event or gathering. In the foreground, a woman is holding a large amplifier up to her mouth, as if she is about to speak into it, suggesting she might be a public speaker or announcer at the event. She appears to be addressing a group of people, likely to give a speech or make an announcement. The video has a casual, outdoor feel with natural lighting and a mix of",0.0,0.7684,0.7944,0.7812
OseeYF_ud7g_120.000_130.000,man music instrument,"This video captures a moment of relaxation and care taking in an outdoor setting. Two women are featured, standing next to a patio with a wooden floor and tables with chairs arranged. One woman, presumably the mother, is assisting the other, possibly her daughter, in a chair massage. She rubs lotion into the girl's hands and uses her hands to massage her shoulders. They both appear to be enjoying their time, indicating a close bond between",0.0,0.7825,0.81,0.796
P2TWje4lsgQ.7,skate shoe man,"This video captures a close-up shot of a person's upper body lying down on what appears to be a soft surface, possibly a bed or a cushioned bench. The individual is wearing a dark-colored top and their head is turned to the side, with their hair falling over their face. The lighting in the video is soft, casting a gentle glow on the subject's face and the surrounding area, enhancing the cozy and intimate",0.0,0.766,0.8202,0.7922
P9keWnQjNJY_20.000_30.000,grass chicken,"The video captures a group of people playing bagpipes outside. The musicians wear traditional Scottish attire, including kilt, sporran, and sashes, which are typical of the Scottish Highlanders. They perform their music in front of a beautiful bridge with water and trees in the background. The music creates a serene and atmospheric ambiance, and the players' skilled and synchronized movements are a testament to their practice and love for the bagpip",0.0,0.78,0.8235,0.8011
Q9zKGzm4qnI.17,man,"The video features a close-up shot of a large, muscular brown horse with a light brown coat. The horse appears to be standing in an open field, possibly a ranch or farm, given the natural landscape in the background. The camera focuses on the horse's head and neck area, capturing its facial features and the braided hairs of the mane, which is a common practice to keep the hair out of the horse's eyes and prevent entanglement",0.0,0.7584,0.833,0.7939
QJgUEYFR49Y.46,man garage car shop,"This video captures a serene and dynamic winter scene at a local park. It features a person walking along a snow-covered path, possibly enjoying a leisurely stroll or taking a breath of fresh air. The individual is wearing a dark-colored outfit that stands out against the snowy background, and black boots, which are suitable for the cold weather. The path is bordered by houses on both sides, suggesting a residential area. The person",0.0,0.7883,0.8309,0.8091
QPHZ8rHeIXo.8,man boy cage,"The video depicts a group of people gathered around a table at a restaurant or social event, where one of the men is hosting a show and the others appear to be guests or attendees of the event. They are seen engaged in a discussion or conversation, possibly about a sports event or an analysis, given the context and the logo for the NBA in the bottom right corner. The background reveals a blurred setting where more people are present, suggesting a social or communal",0.0,0.7747,0.8304,0.8016
R7ls6ZQJ5UM_570.000_580.000,cartoon dolphin sea mountain tree,"In the video, there's a close-up view of the back side of a red car. The car features a dual exhaust setup with two stacked tail pipes, one at the rear and another at the center. The tail pipes are black and have a pointed design, with the left one appearing slightly longer and more angular than the right one. The car is parked, and we can see the vehicle's number plate, which is not fully visible. The road surface seems",0.0,0.7795,0.8082,0.7936
RX5jaZv52rQ_280.000_290.000,man nail tools,"In the video, we see a person's hands delicately holding a small electronic device, which appears to be a cell phone, and carefully inserting a small, yellow-colored card or sticker into the device. The individual is careful to ensure the sticker is fully inserted, and then proceeds to touch a few other small components or circuit boards on the device's back, possibly indicating some level of technical engagement or repair. The camera angle is focused on the hands",0.0,0.7853,0.8274,0.8058
S2AfkLBFuP4.8,windows computer program,"This video appears to show an old CRT television screen displaying a static or noisy image that fills the entire frame. The color and contrast seem washed out, and there might be a small amount of audio distortion as well. The resolution and quality are low, indicating that the video might be a low-resolution recording, possibly from a legacy device, or a still image. The lack of clear context or any identifiable content in the video suggests that it could be either a pr",0.0,0.7756,0.8404,0.8067
SlcWZ2TKjnM_140.000_150.000,anime,"In the video, we see a close-up view of a large, three-bladed wind turbine positioned high on a pole. The wind turbine's blades are angled differently, with the leading edge curving upwards while the trailing edge is straight. The turbine's structure consists of three main components: the pole, which supports the top of the tower, the central body of the turbine, and the horizontal blades that capture the wind. As the",0.0,0.7504,0.8091,0.7787
Sv9fcuRfk2o_70.000_80.000,men drink car road,"The video features a dark silhouette of a person walking, which could be a person walking in a dark alley or street. The individual is seen from behind, and is captured in mid-stride, with arms swinging, which suggests movement and energy. The colors in the video are muted, mainly black and grayscale, creating a moody and atmospheric scene. The shadows are predominantly dark, enhancing the feeling of the person being alone in the",0.0,0.7828,0.8176,0.7998
TiFboW8mqd4_30.000_40.000,parrot mirror staircase,"In this video, we see a bird, specifically a parrot, perched on a wooden railing in a room with a staircase. The bird is facing away from the camera but turns its head to the left, and then to the right, possibly indicating its curiosity or interest in something beyond the camera's view. The bird appears to be in a comfortable position, sitting on the railing. The wooden railing, a part of the room's decor, is located in",0.6667,0.785,0.8186,0.8014
UbpTXBNIXtQ.18,apple computer program image,"This video captures the moment someone sitting at a dining table, picking up a piece of bread, and holding it up for the camera to see it. The piece of bread appears to be toasted and possibly has some sort of spread on it. The lighting in the room suggests it might be an indoor setting, possibly a kitchen or a dining area. The video is shot in real-time with minimal camera movement, focusing on the person and the bread. The audio",0.0,0.781,0.8124,0.7964
UmWkmGAu5Hc.14,tool metal,"In this video, we see a small white mouse comfortably perched on a table, standing near a bunch of green broccoli. The mouse is eating one of the green heads of broccoli, biting and chewing thoughtfully. It appears to be sniffing the piece of broccoli before taking a bite. The table is a clean surface, and there is a light source that appears to be shining brightly overhead, illuminating the scene. The",0.0,0.7772,0.8004,0.7886
Uq3iKbCNDCM_60.000_70.000,man violin church,"This video features a young man with a beard and a hat, standing in front of a camera, looking directly at it with a somewhat puzzled or questioning expression. He is wearing a heavy-duty coat suitable for winter or cold weather, indicating he may be outdoors in a colder setting. The environment seems to be quite natural and wooded, with snow-covered ground visible in the background, suggesting a forested area or a park in a snowy",0.3333,0.7668,0.8358,0.7998
W7gn2todzbg_30.000_40.000,alarm bell,"This video shows a flock of birds in flight against a backdrop of a clear sky. The birds are flying low to the ground, their silhouettes visible in the daylight. As the video progresses, more birds join the flock, flying in different patterns and directions, creating a sense of movement and freedom. The birds appear to be in a dynamic flight formation, some flying higher and others lower, possibly in a spiraling motion. The video captures the beauty and freedom of",0.0,0.7747,0.7835,0.7791
Wtll1g9i0M8.15,man scarf blue,"In the video, we see a young woman sitting at a dining table. She appears to be blindfolded and is gleefully drinking from a small glass, perhaps tasting a type of alcoholic beverage. Her companion is pouring the drink for her, indicating that this is likely a social or celebratory setting. We don't see their faces, but the woman's laughter suggests she is enjoying the moment. She seems to be in the midst",0.0,0.7832,0.8152,0.7989
YSsSpw_t0I4.45,woman makeup mirror,"In this video, we see a man wearing a black suit sitting in a chair while another man, dressed in a suit, is standing beside him. The man standing is gesturing with his hands while speaking to the seated individual. He appears to be engaged in a discussion or perhaps conducting an interview with the seated person. The setting is indoors and they seem to be in a studio or a television-like environment, as there's a microphone on a stand in",0.0,0.7732,0.8087,0.7905
ZHSPLH5-zvw_50.000_60.000,man drum kit,"This video depicts a lively street scene with a group of young men standing outside a building. Some of them are engaging in conversation, while others are seen standing on the street with their skateboards, possibly waiting for something or just hanging out with their skateboards. The focus of the video is on these individuals and their interactions, suggesting a casual, social atmosphere. The buildings in the background indicate that this could be an urban environment or possibly a skate park.",0.0,0.7903,0.8251,0.8073
ZX7EzqMBjfo_160.000_170.000,yellow leaves piano,"The video starts with a series of text appearing in different areas of the screen. The words ""The End"" and ""Special Scene"" appear intermittently, along with words like ""Sue,"" ""Jes,"" and ""Pete."" The text fades out and is replaced by an animated image of a young boy, possibly a cartoon or anime character. The character is seen walking while holding a toy or a device. The camera follows the boy's movement, and",0.0,0.783,0.7796,0.7813
ZZKUxUjdcQw.17,woman baby,"This video showcases an individual outdoors, most likely engaged in an activity involving equipment. The individual, wearing a backpack and a hat, is seen using a shovel to dig into a backpack and lifting an item with a tool. The video's focus is on the person's actions, emphasizing their physical labor, rather than the context or setting. The camera angle is from a distance, allowing the viewer to observe the person's upper body and",0.0,0.787,0.8498,0.8172
_PtMggNfNHY.1,man park,"The video features an individual with a bald head playing the guitar on a large stage. The guitar is a white color with a black pickguard, and it has a mix of controls. The stage has a green and black cosmic theme with a black background. The camera captures the guitar playing from various angles, and there's a mix of black and white shots of the performer. As the guitar playing continues, the video switches to black and white footage, showcasing",0.0,0.7699,0.8255,0.7967
_dXv_q8ierI.19,man backpack fishing rod,"This video features a female news anchorwoman who appears to be reporting from a news studio. She has long, blonde hair that falls just past her shoulders, and she wears a black blazer with white blouse and a red top underneath. She looks a little nervous as she delivers her report and stares at the camera, possibly indicating a high-pressure situation or a topic of importance. The background is a blurry mix of a newsroom and a",0.0,0.7815,0.8336,0.8067
a7g3P1HGV4E_0.000_7.000,tree wind indicator,"This video features a person seated in a dimly lit room, strumming a stringed musical instrument, which appears to be a tabla or a similar percussion instrument, with their hands, while occasionally pausing to adjust their fingers on the instrument. The background is dark, with a barely visible microphone on a stand indicating a recording or broadcast setting. The person is wearing a white top and is focused on playing the instrument, indicating dedication and expertise. The",0.0,0.7783,0.8352,0.8058
aAzt7VFvhH0.5,game console cartoon,"In the video, a round clock is displayed with its face visible, revealing that it's telling a time of 2:58:54. The clock is made of wood and has a mechanical design, with its hands appearing as gears and numbers. The wood is dark, which suggests it might be stained or aged. A small part of the background is also shown, indicating a table surface. As the clock's hands move, a small part of the background also",0.0,0.7799,0.8207,0.7998
aoRW7iWXwoM.31,man walk sidewalk,"The video shows a group of skateboarders preparing for a skateboarding session. One of the skateboarders is seen putting on his skateboarding shoes and lacing them up, which is an essential part of the equipment before the activity. The footage also captures the skateboarders as they skate in the skatepark. The skatepark typically features a variety of ramps and obstacles for skaters to perform tricks and man",0.3333,0.7823,0.8112,0.7965
b4G1my-YWoU.13,dog woman snow ice lake boot winter,"The video shows two animated characters in an animated fighting game, battling it out on a digital playground. The character on the left appears to be a young man with a blue jacket and brown hat, and the one on the right has a red and blue jacket and blue pants. They are both wielding weapons like swords and engaging in a fierce exchange. The environment is a digital space with a variety of structures that look like a mix of old ruins and",0.0,0.7772,0.824,0.7999
brRabaaeoy4.36,bread sauce plate,"The video features a young man who appears to be talking to the camera in an indoor setting with multiple pieces of clothing lying around, including what seems to be a pile of clothes and a pair of shoes. The lighting in the room suggests an artificial environment, likely due to the presence of artificial lighting fixtures. The man is wearing a jacket over a hoodie, and a pair of dark-framed glasses, with his mouth slightly agape",0.0,0.7696,0.8104,0.7894
bvoF_lFC_gg.59,man table chair backpack,"In the video, a man is seen standing in a bustling city environment, likely at a busy intersection given the presence of cars and trucks in the background. He's dressed in a black jacket, suggesting a cooler climate or season, and is holding up his cell phone with one hand, presumably recording a video. His face is lit up with a smile, indicating that he is in a positive or amusing mood. The background is full of activity with various",0.25,0.7825,0.7868,0.7846
cJGg7_oC-wM_70.000_80.000,woman massage balcony man,"In this video, a player is shown navigating through an environment where they are tasked with eliminating a series of targets. The targets are visible from different angles, and each one is distinctively different. The player uses a firearm with a scope, aiming at a target at a distance and successfully taking it down. After this, the player moves around the environment, looking for more targets, and aims and takes out another target before the screen fades to black. The video show",0.0,0.7877,0.823,0.805
clJZQsQzGCA_490.000_500.000,bell,"The video displays an overhead view of a chessboard, showing pieces on each square and two white pawns on e4 and d4. The camera angle focuses on the players, not allowing a full view of the board. Players can be seen with their fingers, indicating they are holding hands. The background is blurred, making it difficult to identify players or to count moves.",0.0,0.7771,0.8219,0.7989
d3or4p2BXx0_260.000_270.000,television,"The video shows a person walking through a wooded area, accompanied by a dog that is visible in the foreground, moving to the left of the frame. The environment is lush and green, with a mix of tree trunks and fallen leaves scattered on the ground, indicating the area has been disturbed or has experienced forest rotation. The person appears to be in a leisurely stroll or hike, with no signs of haste or urgency. The background is filled with",0.0,0.7746,0.8129,0.7933
