video_id,audiocap_groundtruth,generated_caption,audiocap_rouge1_recall,audiocap_bert_precision,audiocap_bert_recall,audiocap_bert_f1
CaYNuuW9rt4_11.000_21.000,Two different hissing sound of horses,in the room a clock was placed on the wall and the sound of the clock was heard,0.3333,0.8439,0.8409,0.8424
CgTc_-A_Gzw_0.000_8.000,A whistling sound,a picture of a horse appears on the screen amid the noise,0.3333,0.8425,0.8554,0.8489
HTBxRn8Sbyc_7.000_17.000,a machine is cutting trees,a string of english letters appeared on a black background followed by a string of english letters with music in the background,0.2,0.8252,0.8716,0.8478
Jk5dHnmduAg_320.000_330.000,birds are shot down,a woman in a white top and a woman in a black top sat in a black chair talking,0.0,0.8056,0.8628,0.8332
KzzKguqINa8_100.000_110.000,a piece of music is being played,in the cage a mouse was barking,0.1429,0.8487,0.8443,0.8465
Ln0Epmhtvao_150.000_160.000,tubular instrument is being struck. different instruments are being played,in the room a tv set was playing and there was a noise,0.0,0.861,0.8518,0.8564
Meshocn2mZQ_30.000_40.000,music and croaking are played,outside a group of people in uniform dress were playing musical instruments making a nice sound,0.0,0.8455,0.8501,0.8478
Olrb-mdHJ7s_150.000_160.000,mouse is making a sound,a black car pulled up on the side of the road making a buzz,0.4,0.8587,0.8907,0.8744
OseeYF_ud7g_120.000_130.000,an instrument is being played,in the room a man was tapping on a drum set which made a rhythmic sound,0.0,0.853,0.8566,0.8548
P9keWnQjNJY_20.000_30.000,chickens are clucking with the wind blowing,in the room a man was sleeping and snoring,0.1429,0.8446,0.8522,0.8484
R7ls6ZQJ5UM_570.000_580.000,a music is played,a flock of birds flew in the sky and made a sound,0.25,0.8497,0.8663,0.8579
RX5jaZv52rQ_280.000_290.000,some noise,in the room the alarm clock rang,0.0,0.8288,0.8341,0.8314
SlcWZ2TKjnM_140.000_150.000,a music is played,in the music a broken phone is displayed,0.75,0.8754,0.9052,0.8901
Sv9fcuRfk2o_70.000_80.000,two men are laughing and takling happily,a man in a black coat was riding a bicycle on the road,0.0,0.8649,0.8647,0.8648
TiFboW8mqd4_30.000_40.000,a bird is making a sound,in the room a man was cutting a piece of cloth with scissors,0.3333,0.8594,0.8931,0.8759
Uq3iKbCNDCM_60.000_70.000,violin instrument music,in the sound of the bell the camera is directed at the clock in the sky,0.0,0.8319,0.8065,0.819
W7gn2todzbg_30.000_40.000,alarm is ringing and clock ticks,in the music a picture of a woman in a white dress is displayed,0.1667,0.8363,0.8386,0.8375
ZHSPLH5-zvw_50.000_60.000,"The crisp, continuous sound of drumming or music instrument",a man in a green jacket sprays paint on a silver object amid the music,0.2222,0.8308,0.8186,0.8247
ZX7EzqMBjfo_160.000_170.000,"The melodious sound of musical instruments, piano music",a man was playing with a toy on the table making a rattle,0.125,0.8407,0.8214,0.831
a7g3P1HGV4E_0.000_7.000,The sound of wind and howling,a man in a gray coat was polishing a piece of wood with a machine that whirred,0.1667,0.8258,0.8239,0.8248
cJGg7_oC-wM_70.000_80.000,a woman speaking and then a relaxing electronic music,in the music a picture of a man and a woman appears followed by a picture of a man and a woman,0.5556,0.8778,0.8826,0.8802
clJZQsQzGCA_490.000_500.000,The sound of bells ringing and echoing,in the room a man was using a juicer which roared,0.1429,0.8392,0.8344,0.8368
d3or4p2BXx0_260.000_270.000,"a soft thud, a burst of frantic noise, and then the sound of something being shut off.",in the music a picture of a man playing an instrument is displayed,0.2353,0.8436,0.8471,0.8454
e3BdNhbiDwA_230.000_240.000,The sound of an engine starting up,in the woods a dog was barking and a man was talking,0.1429,0.8536,0.8441,0.8488
e6Df7Ocuqcs_180.000_190.000,"A low, menacing growl of a terrifying robot or beast",in the game a man with a gun was shooting at the enemy making a thud,0.2,0.8532,0.8422,0.8477
evy2azZk3kE_40.000_50.000,The sound of cheerful instrumental ensemble and people is singing together,a group of people were fighting in the room and there was a loud noise,0.3636,0.8763,0.8582,0.8672
fWwV7o4VjEQ_30.000_40.000,"The person is singing along with the music of various instruments, including drums and an electric guitar.",in the music a man is debugging the machine on the table,0.2353,0.8749,0.8568,0.8658
g7sVjiG-ytg_110.000_120.000,"Cheerful music with multiple instruments, including a keyboard, drums, and vocals",a man in a black coat and sunglasses was walking along the road talking to someone next to him,0.1818,0.8383,0.8368,0.8375
h8myevRe4r0_0.000_10.000,steady sound of a heartbeat,in the room two parrots stood on the stairs and made a sound,0.4,0.8342,0.8487,0.8414
hJYU3nBSyFo_10.000_20.000,car engine starting up,a man in a black coat was waving his whip in the woods making a crackling sound,0.0,0.8243,0.8546,0.8392
j53tAI-EGcI_30.000_40.000,soft and regular ticking sound and noises and cuckoo calls,a woman in a white top was dancing to the music,0.0,0.8463,0.8231,0.8345
mNsYlojC_kM_230.000_240.000,wheels woman mimic,in the background music a little girl in a red dress and a little girl in a pink dress came out of the car,0.0,0.7993,0.8365,0.8175
p63sYVCLVUk_30.000_40.000,grinder sound metal friction,in the room a woman was lying in a chair and a man was talking,0.0,0.8182,0.7899,0.8038
pZF-hff52ts_60.000_70.000,gun shot reload man shout,a man was fishing by the river and there was a rattle of water,0.2,0.84,0.8397,0.8399
r5kMQR8qbcQ_30.000_40.000,ringing wind,in the sound of the game the character is jumping up and down,0.0,0.8326,0.831,0.8318
rzHXGinD6ZE_20.000_30.000,music car crash,in the cheerful music the computer screen is constantly changing,0.3333,0.827,0.8193,0.8231
s8UnuTvElzQ_0.000_10.000,loose items in a container,a red excavator was working in the woods making a buzz,0.4,0.8488,0.8711,0.8598
uKGo4phKqLM_10.000_20.000,music singing,on the stage a man was playing an instrument that made a wonderful sound,0.0,0.8253,0.8401,0.8327
vB00cAT5iPo_60.000_70.000,chowing,in the room a woman lay on the ground and barked,0.0,0.805,0.7832,0.7939
xfNeZaw4o3U_17.000_27.000,motor,a white hamster was eating vegetables on the table,0.0,0.803,0.848,0.8249
yBYd03Hr2kQ_320.000_330.000,music electric guitar,in the room two people were playing table tennis making a crackling sound,0.0,0.8238,0.8252,0.8245
z3xiKSDoZEI_160.000_170.000,The sound of scissors cutting something,in the room a man was singing with a microphone and a man was playing an instrument,0.1667,0.8423,0.825,0.8336
zUCZ4R0NNes_0.000_10.000,farting,a longhaired man in a green jacket sat on a rock playing an instrument,0.0,0.7915,0.923,0.8522
zZU-PJA5Woo_30.000_40.000,music singing,a flock of chickens were walking on the grass and a man was talking,0.0,0.821,0.8574,0.8388
-EZDd29Id-A.21,a man is saying a phrase. a small device on a desktop is being opened.,a man in a white coat sat in a chair and spoke,0.2667,0.865,0.8793,0.8721
-rr68KmhIzc.20,a sound is being made. sounds of a commercial for a toy are being made. a sound is being played.,in the voice of a man the picture is constantly changing,0.15,0.8489,0.8468,0.8478
0A5UYpuxRQg.10,someone says do it and go . someone is expressing joy to go home.,in the voice of a man a chessboard is displayed,0.0714,0.8513,0.8496,0.8504
1lfmwRJYins.9,a man is speaking about a local event. voices are being recorded. a man is speaking and asking someone about a sound. someone is speaking in a conversation. people are talking.,in the voice of a man the mouse moves on the screen,0.0968,0.8675,0.8501,0.8587
2xmCKjpuSfQ.24,a man is talking about products. a man s voice is being heard. a person is speaking about a video game.,a man in a blue jacket was talking,0.1905,0.8701,0.8662,0.8681
4lUOJNaRy3I.3,someone is saying something good. a sound is being made. radio show sound. an announcement is being made.,in the room a woman was holding a child and talking,0.0556,0.8437,0.8531,0.8483
4vtPYQ7cyd0.10,voice acting is being heard. someone is talking about something. no credit needed. someone s voice is being heard.,in the room a woman with glasses was talking to the camera,0.0526,0.8451,0.8514,0.8483
5_-yllGCcFk.118,someone is laughing. someone is laughing at a musical event at a park. sound of someone having sex with a group or having sex. someone is laughing at school.,a man in a gray coat lay on the ground and spoke,0.069,0.8401,0.8379,0.839
68-QAwB8TdI.1,a man is speaking. people are having a good time in a bar. people are discussing things. someone is speaking on televisions. people are recording sounds of a shop.,a man in a black suit is introducing a basketball game,0.2069,0.8648,0.856,0.8604
6duevT5XQjI.12,people are having a conversation. a news event is being played.,in the snow a man in a hat was talking,0.1818,0.8306,0.8488,0.8396
96VZFklUM_Q.32,someone is speaking. a man is speaking about something and he is also talking about the situation. someone is talking about their career goals. a man is speaking.,in the room a man in a blue shortsleeved shirt and a man in a black shortsleeved shirt were talking with a piece of wood in,0.25,0.7881,0.8565,0.8209
9PhmPJ_p_T4.14,sound of a store. a voice is being recorded in an airport lobby. a person in a shopping mall is introducing himself to a product. a man is talking about a shoe shop. a man is speaking.,a man was riding a motorcycle on the road and a man was talking,0.1622,0.8693,0.8557,0.8625
A-7BwBBtzUI.89,an audio commentary is being made. this is a darker and dark soundtrack for a film. a short loopable clip is being played.,in the room a woman was brushing her hair and talking,0.087,0.8362,0.8522,0.8441
Bltc4o615qI.43,a show is being done. a radio announcer is in conversation. a speech is being given.,a man in a black coat was introducing a green machine,0.25,0.8324,0.8629,0.8474
D7-F3rQX4VI.4,someone s girlfriend is speaking. a female voice is saying something.,a man in a black suit and a woman in a black coat were talking,0.0909,0.8423,0.879,0.8603
Fn4ULUxA3KI.21,a man is speaking. voice is being heard. sound is being recorded for a commercial.,a woman in a purple coat was walking in the snow talking,0.1333,0.8598,0.871,0.8654
GfoyjUOE9Ek.8,someone is talking. an old man is asking for help or help. someone is speaking a funny manner. someone is speaking a phrase. someone is speaking to a phone call.,a man in a black coat was talking,0.1333,0.8466,0.851,0.8488
INNIheBpNKY.22,a request for credit is heard in the audio. a request is made. male voice is speaking in a language. a man is speaking.,a woman in a white top speaks to a man next to her,0.2083,0.8642,0.8641,0.8642
IauuGcFwWZg.49,men are discussing. fishing rods are being pointed to. people are talking at a coffee shop.,a man in a white jacket speaks to the camera in front of a blue planet,0.125,0.8512,0.876,0.8634
Jy04Fe2rNmw.2,someone is walking and talking. someone is crushing and telling about its benefits.,in the room a man in a black coat was talking to a man in a black coat,0.0769,0.8117,0.8546,0.8326
LOVcimphxEc.1,music is playing for fun. a sound is being made for a movie trailer. a woman is speaking in a cheerful voice. someone is speaking.,in the picture a man is explaining the game,0.12,0.8799,0.8659,0.8729
LrL3EbvtOVw.40,sounds are present. a sound is created using a sampler. a voice is playing. a sound is playing.,a man and a woman were talking in the room,0.1111,0.8607,0.8698,0.8652
MrisGbNESmA.2,a woman is walking with a horse and speaking. a woman is speaking.,in the voice of a man the mouse keys operate on the computer interface,0.0769,0.8514,0.868,0.8596
NAIQyoPcjNM.11,a sound is being tested. a voice is saying the message that should be successful. someone is speaking. sound is present.,in the room a man speaks with a red egg,0.1429,0.853,0.8627,0.8578
NYl0fGcNVl0.6,a person singing and speaking through a busy streets at night. a party is being held. a man is speaking and singing in front of a microphone. sounds are being made in a street. someone is speaking.,outside a man speaks as he looks at the animals in the cage,0.1081,0.867,0.855,0.861
P2TWje4lsgQ.7,male voice is speaking. someone is speaking. the street sounds like a street trip. someone is talking to their boss.,four men sat at a table in the room talking,0.15,0.8553,0.8537,0.8545
Q9zKGzm4qnI.17,sound is being edited. voice samples are heard. someone is speaking. sounds are being made.,a man in a black suit was talking to a man in a black suit,0.0,0.8178,0.8672,0.8418
QJgUEYFR49Y.46,someone is talking. someone is speaking. a voice is heard. someone is singing.,a man and a woman sat on the sofa talking,0.1538,0.8536,0.8705,0.8619
QPHZ8rHeIXo.8,someone is talking. a coach is speaking about a recording on an iphone. someone is talking about the benefits of a new project. someone is telling someone what they love me.,in the room a man in a red coat was talking,0.129,0.8359,0.8451,0.8405
S2AfkLBFuP4.8,someone is saying a line that sounds like a zombie. a man is speaking. someone is making a sound.,a group of people sang and danced on the stage and a man spoke,0.1579,0.872,0.8771,0.8745
UbpTXBNIXtQ.18,voice request is being conducted by a computer. the sound is recorded with a zoom mic. a sound is being heard. voice over is being recorded for a podcast. someone is asking for help with a microphone then it s good to be free.,a group of people sat in the room listening to a man talking,0.0909,0.8378,0.8169,0.8272
UmWkmGAu5Hc.14,someone is recording an engine. someone is asking for money to work. a man is speaking. sounds are being recorded. someone is recording a gas meter.,a man in a black coat was holding a piece of paper and talking to a man next to him,0.1538,0.8616,0.8562,0.8589
Wtll1g9i0M8.15,voice is being used in a game. a woman is speaking. a woman is speaking in a room with some english words added. a young woman is speaking in a kitchen.,in the room a man in a plaid shirt was talking to the camera,0.1613,0.8517,0.8691,0.8603
YSsSpw_t0I4.45,sound is being made from sample loops. someone is talking. a voice sample is heard.,in the game a man is shooting with a gun and a mans voice is heard,0.3333,0.8937,0.8862,0.8899
ZZKUxUjdcQw.17,someone is singing and talking to someone else. music is being heard at a dance. someone is saying hello hello you really don t know what you are doing . . someone is playing with her cat.,in the room a man in black shortsleeves sat on a stool and spoke,0.0541,0.7956,0.816,0.8057
_PtMggNfNHY.1,a lawn mower is working. a lawn mower is working at a park.,outside a man in a hat speaks to the camera,0.1538,0.8544,0.855,0.8547
_dXv_q8ierI.19,someone is talking about a game. a man is asking if he is listening. someone is speaking about an old man.,in the room a woman in a blue coat sat in a chair and spoke with a mask on her face,0.0952,0.8296,0.8572,0.8432
aAzt7VFvhH0.5,freesound sounds. voice samples. a sample of a freesound project is being played.,a man in a blue coat sat on a rock talking,0.1538,0.8222,0.8124,0.8173
aoRW7iWXwoM.31,a man is selling fish on a boat near a river. someone is walking along a street near a cathedral. man is speaking on a street.,in the voice of a woman a man lies in bed and then a man appears,0.1923,0.8678,0.8601,0.864
b4G1my-YWoU.13,a female voice is speaking. a sound effect is being made.,a man is introducing and displaying the machine in front of him,0.1818,0.8559,0.8708,0.8633
brRabaaeoy4.36,ambient noise is playing. someone is making a cooking introduction. a cook is cooking food while cooking.,a man was in the room talking and fiddling with his belongings,0.0588,0.8437,0.8546,0.8491
bvoF_lFC_gg.59,a chef s menu is being cooked. the waiter is making food while being interviewed and cooking for a party. a delicious pizza is being put in a bar. ingredients are being used.,a man in a black coat speaks with a camera,0.1212,0.8409,0.841,0.8409
eRiuGf1nzM0.3,someone is speaking. a woman is speaking. a person is speaking. a woman is telling the news.,a man in a black coat was talking to someone next to him,0.1765,0.8471,0.8743,0.8604
izQ3nLG4wU0.12,an off beat interview is being played on the radio. a commentary about a basketball game is being made. a mix of voices is heard. a sports match is being played on the internet.,a man in a black coat was walking down the street talking,0.0882,0.8503,0.8422,0.8462
jn9rHjphwtY.3,a young man and woman are having a conversation. a person is talking on the show.,in the animation a man and a woman talk in the woods,0.375,0.913,0.918,0.9155
kVDixF4dN3g.9,a person is giving an intro. people are talking about something. sound is being recorded.,outside a man speaks as he displays his belongings,0.0667,0.8658,0.8643,0.865
mAG7Kwi9KOI.71,a sound of a person s body movement is playing. sound is made in the kitchen with the freesound. a hip hop sound is being played. a sound is made by hand clapping.,a woman in a blue coat was speaking with a horn,0.1515,0.8376,0.8299,0.8337
ockTDkyCbiY.22,someone is talking. music playing.,a man in a black coat was talking to a woman in the room,0.2,0.8526,0.9085,0.8796
piYDsIrSvME.27,man speaking,a man in a plaid shirt was talking to a man next to him,0.5,0.813,0.8442,0.8283
prmGPzSpZtg.20, someone is saying something,a man in a black coat was talking,0.0,0.8156,0.8598,0.8371
pyehK5UGPk8.17,a man is speaking. someone is speaking.,a woman in a black coat was talking in the room,0.1429,0.8631,0.9091,0.8855
rCqVWGlMXcY.1,people are talking,a man in a gray coat was skating on the rink and a man was talking,0.3333,0.8051,0.8405,0.8224
sEHxWBHUAlM.121,a sound test is taking place tapping electronic,a man in a black suit was talking to a man in a black suit,0.125,0.8141,0.8472,0.8303
uLWBKxHSwyY.36,a man is talking,in the voice of a man the red background has white letters,0.5,0.8506,0.8875,0.8687
uLcn-Q-TLO8.39,a woman is talking,in the room a man was talking to another man,0.5,0.8615,0.8887,0.8749
v266CJ4-yhA.12,someone is talking,in the room a man was talking with a knife,0.3333,0.8379,0.8549,0.8463
wC-L0S7Lz_0.46,talking,in the room a woman in a red checkered shirt was putting on makeup as she spoke,0.0,0.7519,0.8202,0.7846
wllkJ2lazaI.4,someone is speaking,in the voice of a man a building appeared,0.0,0.8573,0.8589,0.8581
y2ZbO4KBLnY.3,talking,in the kitchen a woman was making food while talking,1.0,0.8089,0.8454,0.8267
ze0vbGinCyY.54,talking,on the grass a man in a hat was talking to another man,1.0,0.781,0.8264,0.803
