video_id,objectlabels_groundtruth,generated_caption,objectlabels_rouge1_recall,objectlabels_bert_precision,objectlabels_bert_recall,objectlabels_bert_f1
96VZFklUM_Q.32,man speaker in the wild,A woman is standing on top of a rock and talking to a man standing next to her.,0.2,0.8438,0.879,0.8611
9PhmPJ_p_T4.14,man holding a product,A man is standing in front of a mirror and he is holding a pair of scissors and talking about it.,0.75,0.8466,0.8819,0.8639
A-7BwBBtzUI.89,cartoon man large bird,A person is petting a dog and then a dog is shown being petted by another person.,0.0,0.8478,0.8749,0.8612
AU1l1i0H0j0_30.000_40.000,spray metal object,A person is demonstrating how to use a paint roller to make a design on a piece of metal.,0.3333,0.8437,0.8679,0.8557
BPFA7RzzJdM_10.000_20.000,clock rotating gears,A person is holding a gong and hitting it with a mallet while music plays in the background.,0.0,0.8282,0.8312,0.8297
Bltc4o615qI.43,two men talking on a show,A man and a woman are sitting in a room and the man is talking to the woman.,0.3333,0.865,0.8897,0.8772
CZc9MZIxSSc_30.000_40.000,man swings a long whip,A man is standing on the edge of a tree and he is swinging a long string around.,0.6,0.8714,0.8971,0.8841
CaYNuuW9rt4_11.000_21.000,horse pictures,A horse is being groomed by a person using a strobe light on the back of the horse.,0.5,0.8112,0.8288,0.8199
CgTc_-A_Gzw_0.000_8.000,audio amplitude notes,A person is demonstrating how to make a tattoo on a piece of paper with music playing in the background.,0.0,0.8135,0.8125,0.813
D7-F3rQX4VI.4,girl brown hair pigtail pink lips floral dress,A woman is demonstrating how to make her hair look like a ponytail with a pink brush.,0.25,0.8416,0.8195,0.8304
Fn4ULUxA3KI.21,building race to replace akerson,"A skyscraper is being built on the side of a street, while music plays in the background.",0.0,0.824,0.81,0.8169
GfoyjUOE9Ek.8,hand egg table sofa,"A person is playing a game of rock, paper, scissors in front of a glass table.",0.25,0.8184,0.8227,0.8205
HTBxRn8Sbyc_7.000_17.000,tree wood river forest machine,A man is using a bulldozer to cut through a log of wood in a wooded area.,0.2,0.8496,0.8499,0.8498
INNIheBpNKY.22,andre snellings hoopslab,A person is demonstrating how to do a certain type of calligraphy calligraphy calligraphy.,0.0,0.8076,0.7771,0.792
IauuGcFwWZg.49,men grass,A man on a golf course is demonstrating how to hit a golf ball with a golf club.,0.0,0.8188,0.8311,0.8249
Jk5dHnmduAg_320.000_330.000,birds sky,A person is flying a kite in the sky with a lot of birds in the background.,1.0,0.8474,0.8765,0.8617
Jy04Fe2rNmw.2,man case steel,A man is holding a remote control and shows it to a woman who is sitting on a couch.,0.3333,0.8199,0.8057,0.8127
KzzKguqINa8_100.000_110.000,man piano,A person is using a keyboard to play a song on an electric keyboard with music in the background.,0.0,0.8175,0.8523,0.8345
LOVcimphxEc.1,man woman couch,A man and a woman are sitting in a living room and talking about a movie they are watching.,0.6667,0.823,0.8379,0.8304
Ln0Epmhtvao_150.000_160.000,man instrument music hall,A woman is standing in front of a stage and playing a song on a saxophone in front of a crowd.,0.0,0.8434,0.8346,0.839
LrL3EbvtOVw.40,cartoon light electricity smoke,A person is standing in front of a wall with flashing lights and music is playing in the background.,0.0,0.8077,0.8246,0.8161
Meshocn2mZQ_30.000_40.000,man dance,A man is standing in the middle of a room and is dancing to music in the background.,0.5,0.8209,0.8662,0.8429
MrisGbNESmA.2,woman speaker,A man is standing in front of a group of people and he is holding a drum stick.,0.0,0.824,0.85,0.8368
NAIQyoPcjNM.11,chess,A man and a woman are playing a game of chess while a man talks about the game.,1.0,0.7988,0.8366,0.8173
NYl0fGcNVl0.6,election campaign,A group of men and women are standing in front of a microphone and talking to each other.,0.0,0.8151,0.8379,0.8264
Olrb-mdHJ7s_150.000_160.000,mouse wheel,A person is holding a cat in a cage while the cat is in the cage getting ready to lay down.,0.0,0.7965,0.8076,0.802
OseeYF_ud7g_120.000_130.000,man music instrument,A man is playing a musical instrument in front of a group of people in a dark room.,0.6667,0.8358,0.8841,0.8593
P2TWje4lsgQ.7,skate shoe man,A man is showing how to put on a pair of shoes while music is playing in the background.,0.3333,0.8294,0.8773,0.8527
P9keWnQjNJY_20.000_30.000,grass chicken,A person is standing on the edge of a wooded area while another person throws a knife at him.,0.0,0.8226,0.8231,0.8228
Q9zKGzm4qnI.17,man,A man is standing in front of a wall and he is talking to another man in the background.,1.0,0.7893,0.8246,0.8065
QJgUEYFR49Y.46,man garage car shop,A man is talking to the camera while another man is talking to the camera while another man is talking to the camera.,0.25,0.8183,0.8462,0.832
QPHZ8rHeIXo.8,man boy cage,A man throws a bow and arrow at a target and then throws it back at the target.,0.3333,0.8241,0.8558,0.8396
R7ls6ZQJ5UM_570.000_580.000,cartoon dolphin sea mountain tree,A group of people are standing on top of a waterfall and then a boat is shown in the background.,0.0,0.8361,0.8335,0.8348
RX5jaZv52rQ_280.000_290.000,man nail tools,A man is using a knife to cut a piece of meat on a cutting board with a knife.,0.3333,0.8273,0.8352,0.8312
S2AfkLBFuP4.8,windows computer program,A person is sitting in front of a computer screen and playing a game with music playing in the background.,0.3333,0.8174,0.8611,0.8387
SlcWZ2TKjnM_140.000_150.000,anime,A person is playing a video game in front of a wall with music playing in the background.,0.0,0.7835,0.8221,0.8023
Sv9fcuRfk2o_70.000_80.000,men drink car road,A group of people are standing in a parking lot and one of them is drinking from a bottle.,0.0,0.8155,0.8354,0.8254
TiFboW8mqd4_30.000_40.000,parrot mirror staircase,A cat is sitting on top of a person's hand and a person is talking to the cat.,0.0,0.8172,0.7922,0.8045
UbpTXBNIXtQ.18,apple computer program image,A man is standing in front of a fence and is using a garden hose to cut through the fence.,0.0,0.8113,0.8193,0.8153
UmWkmGAu5Hc.14,tool metal,A person is using a hammer and chisel to remove a piece of metal from a car.,0.5,0.8203,0.8646,0.8419
Uq3iKbCNDCM_60.000_70.000,man violin church,A man is playing a violin and a woman is playing a piano in front of a group of people.,0.6667,0.8373,0.87,0.8533
W7gn2todzbg_30.000_40.000,alarm bell,A person is standing in front of a mirror and is using a dartboard to move around.,0.0,0.8043,0.794,0.7991
Wtll1g9i0M8.15,man scarf blue,A young man is sitting in front of a camera and making funny faces with his eyebrows and eyebrows.,0.3333,0.8132,0.8328,0.8229
YSsSpw_t0I4.45,woman makeup mirror,A young girl is applying makeup to her face with a brush and explaining what she is doing.,0.3333,0.8482,0.8784,0.863
ZHSPLH5-zvw_50.000_60.000,man drum kit,A man is sitting at a drum set and playing the cymbals with a drum stick.,0.6667,0.842,0.8862,0.8636
ZX7EzqMBjfo_160.000_170.000,yellow leaves piano,A young boy is sitting in front of a piano and playing a song on a sheet of paper.,0.3333,0.8342,0.8214,0.8278
ZZKUxUjdcQw.17,woman baby,A baby is sitting on a man's lap and the man is trying to touch the baby's head.,0.5,0.8322,0.911,0.8698
_PtMggNfNHY.1,man park,A man is standing in front of a camera and talking about a project he is working on.,0.5,0.8236,0.8366,0.83
_dXv_q8ierI.19,man backpack fishing rod,A man is sitting on top of a wheelbarrow while another man holds the wheelbarrow in his hands.,0.25,0.8211,0.8569,0.8386
a7g3P1HGV4E_0.000_7.000,tree wind indicator,A person is standing on a bridge with a sail attached to the end of the bridge and moving it across the bridge.,0.0,0.7963,0.8329,0.8142
aAzt7VFvhH0.5,game console cartoon,A person is playing a video game in front of a large screen with music playing in the background.,0.3333,0.819,0.8364,0.8276
aoRW7iWXwoM.31,man walk sidewalk,A man is walking down a sidewalk and then stops to look at the camera and looks at the camera again.,0.6667,0.8262,0.8694,0.8473
b4G1my-YWoU.13,dog woman snow ice lake boot winter,A person is walking on a snow covered trail and then a dog is walking in the snow.,0.2857,0.8462,0.8581,0.8521
brRabaaeoy4.36,bread sauce plate,A person is showing how to cook some food in a pan on a plate in front of them.,0.3333,0.8402,0.8356,0.8379
bvoF_lFC_gg.59,man table chair backpack,A man is sitting on the floor and is using his fingers to touch a piece of paper.,0.25,0.8242,0.8043,0.8141
cJGg7_oC-wM_70.000_80.000,woman massage balcony man,A woman is sitting on a chair and another woman is sitting on a chair and another woman is sitting on a chair and another woman is sitting on a chair,0.25,0.7888,0.8388,0.813
clJZQsQzGCA_490.000_500.000,bell,A group of people are standing on top of a mountain and one of them is holding a flashlight.,0.0,0.7896,0.8291,0.8089
d3or4p2BXx0_260.000_270.000,television,A person is standing in front of a screen and watching a video of a video game on a screen.,0.0,0.7854,0.8126,0.7988
e3BdNhbiDwA_230.000_240.000,juicer arm watch,A person is pouring beer from a tap into a glass and then pouring it back into the tap.,0.0,0.816,0.8014,0.8086
e6Df7Ocuqcs_180.000_190.000,dog forest,A person is climbing a tree with a chainsaw while a dog is barking in the background.,0.5,0.816,0.8309,0.8234
eRiuGf1nzM0.3,woman newsroom,A woman is standing in front of a news screen and talking to the camera about what she is doing.,0.5,0.8082,0.8121,0.8102
evy2azZk3kE_40.000_50.000,man instrument harp,A woman is singing a song on a cello while a man is playing a guitar in the background.,0.3333,0.8294,0.8162,0.8228
fWwV7o4VjEQ_30.000_40.000,paint woman,A woman is holding a piece of jewelry in her hand and she is showing it to the camera.,0.5,0.8343,0.8984,0.8652
g7sVjiG-ytg_110.000_120.000,computer screen white stripes,A person is playing a pinball machine while music is playing in the background in the background.,0.0,0.819,0.8156,0.8173
h8myevRe4r0_0.000_10.000,text,A person is standing in front of a camera and is demonstrating how to use a crystal ball.,0.0,0.7965,0.8174,0.8068
hJYU3nBSyFo_10.000_20.000,red car,A person is using a hose to remove a tire from the back of a motor vehicle while music is playing.,0.0,0.8154,0.8491,0.8319
izQ3nLG4wU0.12,man table basketball game,A group of men are playing a game of ping pong in front of a crowd of people.,0.25,0.853,0.8583,0.8556
j53tAI-EGcI_30.000_40.000,deer cuckoo clock,A person is sitting on a chair and playing with a large wooden toy that is on a table.,0.0,0.8225,0.7988,0.8104
jn9rHjphwtY.3,TV program woman man,A newscaster is talking about a newscaster and a newscaster is talking about a newscaster.,0.0,0.8089,0.8305,0.8196
kVDixF4dN3g.9,woman people lecture flower stone,A man is standing in front of a group of people and he is talking to a group of people.,0.2,0.8451,0.8613,0.8532
mAG7Kwi9KOI.71,dog shoes woman clothes man,A woman is holding a baby in her arms and then a man is talking to her in a foreign language.,0.4,0.826,0.8235,0.8247
mNsYlojC_kM_230.000_240.000,woman street skateboard people overpass house chair bridge,A young man does a series of flips on a skateboard in front of a group of people.,0.25,0.8712,0.8446,0.8577
ockTDkyCbiY.22,man coat glove hat tree snow,A man is standing in the middle of the road and talking to the camera about his beard.,0.1667,0.8327,0.7989,0.8154
p63sYVCLVUk_30.000_40.000,man grinder metal,A man is using a tool to chip away at a piece of metal while music plays in the background.,0.6667,0.8381,0.8257,0.8319
pZF-hff52ts_60.000_70.000,sniper scope gun shoot soldier compass video game,A person is showing how to use a remote control to walk around in a forested area.,0.0,0.8497,0.8295,0.8395
piYDsIrSvME.27,man trees,A man is speaking in a foreign language in front of a microphone in front of a group of people.,0.5,0.8246,0.8508,0.8375
prmGPzSpZtg.20,people crowd convention paper car,A group of people are standing around a race car and talking about what they are going to do next.,0.4,0.8281,0.8371,0.8325
pyehK5UGPk8.17,man coat wall glasses room,A man is standing in front of a wall and speaking in a foreign language to a group of people.,0.4,0.8346,0.8262,0.8304
r5kMQR8qbcQ_30.000_40.000,wind bell wild trees flower,A person is using a hammer to hit a large metal object in a wooded area with a wooden stick.,0.0,0.8343,0.8223,0.8283
rCqVWGlMXcY.1,man shirt brick wall logo earth,A man is talking to the camera and then the camera cuts to another man talking to the camera and then another man talking to the camera.,0.1667,0.8149,0.8233,0.8191
rzHXGinD6ZE_20.000_30.000,woman dress door Spider-Man car,A person is playing with a piece of paper while music is playing in the background and people are talking.,0.0,0.8417,0.8274,0.8345
s8UnuTvElzQ_0.000_10.000,instrument red carpet,A person is showing how to play with marbles in order to get them to stick together.,0.0,0.8133,0.8031,0.8081
sEHxWBHUAlM.121,man room computer motherboard box mouse,A young man and a young woman are demonstrating how to use a hammer to hit a piece of furniture.,0.1667,0.8407,0.8231,0.8318
uKGo4phKqLM_10.000_20.000,woman crowd dance,A woman is performing a belly dance in front of a crowd of people in a dance studio.,1.0,0.8623,0.8881,0.875
uLWBKxHSwyY.36,man red shirt hat room green fire tree rollercoaster,A man throws a frisbee at a target in front of a large group of people.,0.1111,0.836,0.8052,0.8203
uLcn-Q-TLO8.39,dog golden retriever floor woman room glass,A woman is giving instructions on how to treat a dog that is lying on the floor with treats.,0.4286,0.8371,0.8225,0.8297
v266CJ4-yhA.12,host TV man woman,A woman and a man are sitting at a table talking and playing a game of Scrabble.,0.5,0.8213,0.8412,0.8311
vB00cAT5iPo_60.000_70.000,hamster white broccoli table,A cat is laying on a table and a person is playing with it and talking about it.,0.25,0.8207,0.8013,0.8109
wC-L0S7Lz_0.46,knife rope glove paper floor,A person is demonstrating how to sharpen a knife with a sharpener and a small tool.,0.2,0.8318,0.8052,0.8183
wllkJ2lazaI.4,man earth space ocean,A young man is sitting in front of a camera and he is holding a microphone in his mouth.,0.25,0.813,0.826,0.8194
xfNeZaw4o3U_17.000_27.000,man bicycle bike road street,A person is riding a bike down a street in a parking lot while music is playing in the background.,0.4,0.8449,0.8754,0.8599
y2ZbO4KBLnY.3,man motorcycle road sunglasses,A man is riding a motorcycle in the middle of the street and talking to a group of people.,0.5,0.8469,0.8643,0.8555
yBYd03Hr2kQ_320.000_330.000,instrument guitar pedal,A person is demonstrating how to use an electronic device to control buttons on a remote control panel.,0.0,0.8327,0.8133,0.8229
z3xiKSDoZEI_160.000_170.000,scissors cloth table,A woman is demonstrating how to fold a t-shirt using a piece of fabric on a table.,0.3333,0.8429,0.8486,0.8457
zUCZ4R0NNes_0.000_10.000,woman sofa,A woman is laying on a bed with her head on a pillow while another person is sleeping.,0.5,0.8194,0.8515,0.8352
zZU-PJA5Woo_30.000_40.000,band instruments,A group of people are standing in front of a group of people and they are singing a song.,0.0,0.8224,0.8269,0.8246
ze0vbGinCyY.54,men room table,A man and a woman are sitting at a table talking to each other in a foreign language.,0.3333,0.8218,0.8185,0.8201
