video_id,objectlabels_groundtruth,generated_caption,objectlabels_rouge1_recall,objectlabels_bert_precision,objectlabels_bert_recall,objectlabels_bert_f1
4vtPYQ7cyd0.10,video game gun,"""Amidst the serene atmosphere, a man dressed in a stylish black coat stood gracefully, skillfully playing the violin and creating mesmerizing music that filled the air with beauty.""",0.0,0.791,0.8242,0.8073
5_-yllGCcFk.118,boy on the ground,"In the room, a clock was prominently placed on the wall, its rhythmic ticking sound echoing in the atmosphere, while the aroma of fresh cream cheese lingered in the air.",0.5,0.8194,0.8541,0.8364
5n0xq6pE_mg_300.000_310.000,"A man with a bomb strapped to him, a man firing two gunshots","""A horse gracefully appears on the screen, its presence contrasting with the chaotic sounds of 'BLEEEE' in the background.""",0.0769,0.8328,0.8496,0.8412
68-QAwB8TdI.1,two men metal sheet,"A sequence of English letters displayed prominently against a black background, conveying a sense of mystery, was accompanied by a melodic soundtrack. The focus shifted to a single word: ""You"".",0.0,0.7968,0.833,0.8145
6duevT5XQjI.12,two men talking on a show,"Two women were engaged in conversation while seated in a black chair; one wore a white top and the other a black top. They appeared to be working at their computers for extended periods, deepening their discussion as they collaborated on their tasks.",0.5,0.8165,0.8762,0.8453
7FT1WnwOcxA_40.000_50.000,person table tennis,"""In the cage, a mouse was barking, creating an unexpected scene that caught everyone's attention.""",0.0,0.8167,0.8227,0.8197
8aKhvS70_zY_40.000_50.000,girl on the bed,"In the room, a TV set was playing softly in the background, creating a steady hum of noise that filled the space.",0.25,0.8286,0.8868,0.8567
94Y_QnedxB8_11.000_21.000,woman keyboard monitor,"""Outside, a group of people in uniform dress were joyfully playing musical instruments, creating a harmonious and pleasant sound.""",0.0,0.8045,0.8287,0.8164
96VZFklUM_Q.32,man speaker in the wild,"""A sleek black car pulled up on the side of the road, creating a noticeable buzz as it came to a stop.""",0.2,0.8251,0.8676,0.8458
9PhmPJ_p_T4.14,man holding a product,"In the room, a man was skillfully tapping on a drum set, producing a captivating rhythmic sound that echoed through the space. His focused movements created a lively atmosphere, inviting everyone to listen closely as the beats resonated, filling the air with energy and creativity.",0.5,0.8173,0.8481,0.8324
A-7BwBBtzUI.89,cartoon man large bird,"In the dimly lit room, a man lay asleep, his rhythmic snoring filling the air with a persistent sound, ""ʻɔʃ,"" echoing softly and creating a soothing backdrop to the tranquil atmosphere.",0.25,0.7956,0.8569,0.8251
AU1l1i0H0j0_30.000_40.000,spray metal object,"A magnificent flock of birds soared gracefully across the vast blue sky, filling the air with their melodious sounds, creating a harmonious symphony of nature.",0.0,0.7978,0.8278,0.8125
BPFA7RzzJdM_10.000_20.000,clock rotating gears,"""As the day began, the alarm clock rang loudly in the room, breaking the early morning silence.""",0.3333,0.8277,0.8285,0.8281
Bltc4o615qI.43,two men talking on a show,"""Amidst the emotional backdrop of the music, a broken phone is displayed, symbolizing connection and trust, as someone expresses their deep feelings: 'I know I love you, and that's how I know I trust you.'""",0.1667,0.8049,0.8563,0.8298
CZc9MZIxSSc_30.000_40.000,man swings a long whip,"A man dressed in a black coat was riding a bicycle along the road, navigating the path with ease despite the surrounding environment. The scene captures a sense of movement and purpose as he pedals forward, immersed in his journey.",0.4,0.8305,0.8541,0.8421
CaYNuuW9rt4_11.000_21.000,horse pictures,"In the room, a man was carefully cutting a piece of cloth with a pair of scissors, focusing on precision as he worked. The atmosphere was filled with the soft sound of the scissors snipping through the fabric, creating an ambiance of creativity and craftsmanship.",0.0,0.7908,0.8132,0.8019
CgTc_-A_Gzw_0.000_8.000,audio amplitude notes,"""In the sound of the bell, the camera focuses on the clock in the sky, capturing the passage of time that resonates with each chime.""",0.0,0.7942,0.8013,0.7977
D7-F3rQX4VI.4,girl brown hair pigtail pink lips floral dress,"""Accompanying the music, a striking picture of a woman in a white dress is beautifully displayed.""",0.125,0.809,0.7896,0.7992
Fn4ULUxA3KI.21,building race to replace akerson,"A man wearing a green jacket is intently spraying vibrant paint onto a silver object, fully immersed in the atmosphere created by the accompanying music, surrounded by an overwhelming sense of creativity and artistic expression.",0.0,0.7951,0.81,0.8025
GfoyjUOE9Ek.8,hand egg table sofa,"""A man was joyfully engaged in playing with a small toy on the table, creating a delightful rattle sound as he moved it around.""",0.25,0.8036,0.8176,0.8106
HTBxRn8Sbyc_7.000_17.000,tree wood river forest machine,A man dressed in a gray coat was focused on polishing a piece of wood using a whirring machine that filled the air with a soft hum. The rhythmic sound created an atmosphere of diligence and craftsmanship as he worked meticulously on the wooden surface.,0.4,0.7956,0.8356,0.8151
INNIheBpNKY.22,andre snellings hoopslab,"""As the music plays, an image of a man and a woman emerges, followed by yet another picture of a man and a woman, evoking a sense of connection and romance. The moment elicits a simple 'Oh' in response, capturing the emotional impact of the visuals.""",0.0,0.7891,0.7686,0.7787
IauuGcFwWZg.49,men grass,"""In the room, a man was using a powerful juicer, which roared loudly, filling the air with its vibrant noise as he prepared fresh juice.""",0.0,0.8013,0.8246,0.8128
Jk5dHnmduAg_320.000_330.000,birds sky,"""Accompanying the music, a captivating image of a man deeply engaged in playing an instrument is showcased, enhancing the auditory experience with a visual representation of musical artistry.""",0.0,0.8013,0.8039,0.8026
Jy04Fe2rNmw.2,man case steel,"In the heart of the woods, a dog was barking excitedly while a man engaged in conversation, his voice mingling with the ambient sounds of nature.",0.3333,0.8066,0.8004,0.8035
KzzKguqINa8_100.000_110.000,man piano,"In the intense action of the game, a man wielding a gun was firing at the enemy, the sound of each shot resonating with a heavy thud, echoing the urgency and drama of the battlefield.",0.5,0.799,0.8228,0.8108
LOVcimphxEc.1,man woman couch,"In a chaotic scene within the room, a group of people engaged in a heated altercation, causing a loud noise that echoed their tensions. Amidst the turmoil, one voice could be heard exclaiming, ""No!"" as the conflict escalated.",0.0,0.8116,0.8257,0.8186
Ln0Epmhtvao_150.000_160.000,man instrument music hall,"""In the music, a man is focused intently on debugging the machine placed on the table, which seems to be crucial for creating the right sounds.""",0.5,0.8161,0.8275,0.8218
LrL3EbvtOVw.40,cartoon light electricity smoke,"A man dressed in a sleek black coat and wearing sunglasses strolled along the road, engaged in conversation with a companion beside him. The two seemed to share a light-hearted moment, discussing the experience of walking, perhaps even playfully referencing moments about cars and timing, as if reflecting on an enjoyable outing that was unfolding right now.",0.0,0.7906,0.8143,0.8023
Meshocn2mZQ_30.000_40.000,man dance,"""In the room, two colorful parrots stood on the stairs and made a vibrant sound.""",0.0,0.8148,0.8425,0.8284
MrisGbNESmA.2,woman speaker,"In the serene depths of the woods, a man dressed in a long black coat was energetically waving his whip, producing a series of sharp crackling sounds that echoed through the trees. The atmosphere was filled with an intriguing tension, as the whip danced through the air, its sharp cracks piercing the calm of the forest.",0.0,0.7752,0.8311,0.8022
NAIQyoPcjNM.11,chess,"A woman in a white top was joyfully dancing to the lively music, moving rhythmically as the upbeat sounds played in the background. The atmosphere was filled with energy as she immersed herself in the moment, embodying the spirit of the music with every step.",0.0,0.7746,0.8176,0.7955
NYl0fGcNVl0.6,election campaign,"As soft music played in the background, two little girls emerged joyfully from the car—one wearing a vibrant red dress and the other dressed in a sweet pink dress. With excitement in her voice, one of the girls exclaimed, ""I'm ready!""",0.0,0.7861,0.8368,0.8107
Olrb-mdHJ7s_150.000_160.000,mouse wheel,"In the softly lit room, a woman reclined in a comfortable chair while a man was engaged in conversation, their voices creating a gentle atmosphere. ",0.0,0.8062,0.8096,0.8079
OseeYF_ud7g_120.000_130.000,man music instrument,"A man was fishing peacefully by the river, captivated by the rhythmic rattle of the water, when he noticed a burst of energy nearby—clearly, the day was still young, and the excitement of his surroundings would keep him actively engaged.",0.3333,0.7896,0.8204,0.8047
P2TWje4lsgQ.7,skate shoe man,"""In the sound of the game, the character is energetically jumping up and down, adding excitement to the experience.""",0.0,0.808,0.8296,0.8187
P9keWnQjNJY_20.000_30.000,grass chicken,"""Amidst the cheerful music, the computer screen is constantly shifting and transforming, as if reflecting the vibrant energy of the moment, reminding me of how you have inspired me.""",0.0,0.7992,0.8198,0.8094
Q9zKGzm4qnI.17,man,"""A red excavator was busy working in the woods, creating a buzz as it moved through the trees.""",0.0,0.7952,0.8439,0.8188
QJgUEYFR49Y.46,man garage car shop,"On the stage, a man was captivating the audience as he skillfully played an enchanting instrument, producing a wonderful sound that filled the air with a sense of magic and wonder. The melodies emanating from his performance resonated deeply, evoking emotions and creating an unforgettable atmosphere.",0.25,0.8084,0.8383,0.8231
QPHZ8rHeIXo.8,man boy cage,"In the dimly lit room, a woman lay on the ground, unexpectedly barking like a dog, the peculiar sound echoing around her.",0.0,0.8158,0.8337,0.8246
R7ls6ZQJ5UM_570.000_580.000,cartoon dolphin sea mountain tree,A fluffy white hamster was happily munching on a variety of fresh vegetables placed on the table.,0.0,0.8258,0.8339,0.8298
RX5jaZv52rQ_280.000_290.000,man nail tools,"In the room, two people were playing table tennis, the rapid exchange of the ball creating a lively crackling sound that filled the air, while the atmosphere was charged with energy and focus.",0.0,0.8004,0.8311,0.8155
S2AfkLBFuP4.8,windows computer program,"In the room, a man was singing passionately into a microphone, while another man skillfully played an instrument, creating a vibrant atmosphere. The singer expressed a desire to be captured in a video for his home, sharing the intimate performance with others.",0.0,0.7957,0.824,0.8096
SlcWZ2TKjnM_140.000_150.000,anime,"A longhaired man wearing a vibrant green jacket sat comfortably on a rock, engaged in playing an instrument, creating a serene atmosphere amidst nature.",0.0,0.779,0.8219,0.7999
Sv9fcuRfk2o_70.000_80.000,men drink car road,"In a serene outdoor setting, a flock of chickens grazed on the lush green grass, pecking at the ground as they wandered about. Nearby, a man engaged in conversation, possibly enjoying the peaceful ambiance and the playful nature of the chickens around him.",0.0,0.7886,0.8222,0.8051
TiFboW8mqd4_30.000_40.000,parrot mirror staircase,"A man in a white coat sat in a chair and engaged in a discussion about the Harry Potter series, reflecting on how J.K. Rowling crafted a unique framework where the different houses correspond to distinct personality traits, which he believes created an intriguing dynamic within the story.",0.0,0.794,0.766,0.7798
UbpTXBNIXtQ.18,apple computer program image,"""In the voice of a man, the narrative unfolds, revealing how, after a few minutes, the ship's battery power began to deplete, indicating potential damage to some of the batteries, though that detail seems less relevant in the ever-shifting scene.""",0.0,0.8014,0.8052,0.8033
UmWkmGAu5Hc.14,tool metal,"""In the authoritative voice of a man, a chessboard is thoughtfully displayed, illustrating the strategic maneuvering of a rook. As he explains, if your opponent's piece blocks your path, you can move the rook to capture the occupied square, showcasing the tactical decisions in the game of chess.""",0.0,0.7903,0.8213,0.8055
Uq3iKbCNDCM_60.000_70.000,man violin church,"""In a captivating manner, a voice of a man guides the mouse's movements across the screen, as adjustments are made to enhance warmth and detail in the digital image editing process, signaling that the work within Lightroom is nearing completion.""",0.3333,0.7866,0.8328,0.809
W7gn2todzbg_30.000_40.000,alarm bell,"""A man in a blue jacket was engaged in conversation, discussing the upcoming events and providing advice on making informed purchases to avoid complications, referencing resources that could assist others in their buying decisions.""",0.0,0.7982,0.7835,0.7908
Wtll1g9i0M8.15,man scarf blue,"In the room, a woman was engaged in a conversation while holding a child, expressing her thoughts animatedly about the child's hair, exclaiming, ""What am I going to do with this hair? It's insanity!"" as she pointed with enthusiasm.",0.0,0.792,0.8271,0.8092
YSsSpw_t0I4.45,woman makeup mirror,"""In the room, a woman with glasses was engaged in conversation with the camera, discussing the presence of someone in the house at all times, mentioning that he was in the kitchen.""",0.3333,0.809,0.8183,0.8136
ZHSPLH5-zvw_50.000_60.000,man drum kit,"A man in a gray coat lay on the ground, his voice filled with urgency as he passionately spoke, “My philosophy was correct! Why did you choose to stay, one dad? Why?”",0.3333,0.7858,0.8199,0.8025
ZX7EzqMBjfo_160.000_170.000,yellow leaves piano,"""A man in a sleek black suit is energetically introducing a highly anticipated basketball game, emphasizing the Golden State Warriors' mastery of strategic play, particularly from the three-point line and on the defensive end.""",0.0,0.7912,0.7871,0.7891
ZZKUxUjdcQw.17,woman baby,"""In the snow, a man in a hat was engaged in conversation, reflecting on the differences in the depth of discussions, reminiscing about the profound dialogues he once had in Germany, where they would share their innermost feelings and explore the deeper aspects of life.""",0.0,0.7925,0.8404,0.8157
_PtMggNfNHY.1,man park,"In the room, a man in a blue shortsleeved shirt and a man in a black shortsleeved shirt were engaged in a conversation about their work, discussing various projects. They had a piece of wood in front of them, which seemed to be part of their current endeavor. The atmosphere suggested a collaborative discussion, possibly focused on materials and techniques, as they referenced starting with materials like a thin sheet of brass, indicating a practical and hands-on approach to their projects.",0.5,0.7769,0.8228,0.7992
_dXv_q8ierI.19,man backpack fishing rod,"A man was riding a Harley-Davidson motorcycle on the road while another man was engaged in a conversation about motorcycles, discussing the features of the new Harley-Davidson Breakout, which boasts a 1690 cc motor and a 103B twin cam, as well as comparing it to the Victory Gunner, known for its 106 cubic inch engine.",0.25,0.7945,0.849,0.8208
a7g3P1HGV4E_0.000_7.000,tree wind indicator,"In the room, a woman was brushing her hair while discussing her first hairstyle tutorial, which highlighted girly pin-up pigtails. She was wearing a vintage-inspired bathing suit as a top and had bright pink lips, as she began to demonstrate how to style her hair by parting it diagonally and then straight down the back of her head.",0.0,0.779,0.8292,0.8033
aAzt7VFvhH0.5,game console cartoon,"""A man in a black coat was introducing a green machine, showcasing its organized features while discussing the setup of his materials, including a leader box and a worm bag.""",0.0,0.8064,0.8388,0.8223
aoRW7iWXwoM.31,man walk sidewalk,"""A man dressed in a sleek black suit and a woman wearing a stylish black coat were engaged in conversation, discussing what he referred to as 'the best show' and playfully referencing his morning routine.""",0.3333,0.7872,0.8202,0.8034
b4G1my-YWoU.13,dog woman snow ice lake boot winter,"A woman in a vibrant purple coat was walking through the snow, animatedly talking as she enjoyed the chilly winter atmosphere, perhaps sharing her happiness with those around her.",0.4286,0.82,0.8555,0.8374
brRabaaeoy4.36,bread sauce plate,"""A man in a black coat was talking, encouraging viewers to engage by liking or sharing, and inviting them to comment below with their thoughts or contributions.""",0.0,0.7906,0.8047,0.7976
bvoF_lFC_gg.59,man table chair backpack,"A woman in a white top passionately discusses her thoughts with a man beside her, reflecting on the intense emotions and dramatic events, like one character's potential to unleash destruction.",0.25,0.8182,0.8003,0.8091
cJGg7_oC-wM_70.000_80.000,woman massage balcony man,"""A man in a white jacket passionately addresses the camera, discussing the intriguing origins of Earth's water, all while standing in front of a stunning visual of a blue planet that represents our own.""",0.25,0.7996,0.8429,0.8207
clJZQsQzGCA_490.000_500.000,bell,"In a dimly lit room, two men dressed in sleek black coats engaged in a lively conversation. One remarked, ""You should totally join,"" suggesting an invitation. The other added with a hint of humor, ""You want to say like hi mom or whatever? Like that's what kids like to do, right?"" This playful banter hinted at a casual yet meaningful exchange, as they discussed familiar topics that seemed to resonate with their experiences, while also touching on something deeper, perhaps about self-awareness and relationships. Their interaction, though brief, illustrated a moment of connection amidst the mystery of their shared attire.",0.0,0.7683,0.8066,0.787
d3or4p2BXx0_260.000_270.000,television,"In the picture, a man is enthusiastically explaining a game that is accessible and enjoyable for almost anyone, emphasizing how players can easily pick it up, have fun with friends, and engage in exciting battles.",0.0,0.7917,0.8076,0.7996
e3BdNhbiDwA_230.000_240.000,juicer arm watch,"""A man and a woman were engaged in a lively conversation in the room, both clearly focused and immersed in the moment.""",0.0,0.8089,0.7942,0.8015
e6Df7Ocuqcs_180.000_190.000,dog forest,"""In a man's voice, the mouse keys control the computer interface, while the speaker expresses his anticipation for the video to finish and mentions the challenges of loading, urging his friends not to take too long with the download.""",0.0,0.7831,0.8156,0.799
eRiuGf1nzM0.3,woman newsroom,"""In the room, a man engages in a dialogue while interacting with a mysterious red egg, reminiscent of a scene where characters face recognition and conflict, highlighting the tension and action of a striking encounter.""",0.0,0.7986,0.7925,0.7956
evy2azZk3kE_40.000_50.000,man instrument harp,"""Outside, a man speaks thoughtfully as he observes the animals in the overgrown cages, remarking on the vibrant activity of baby season and egg season.""",0.3333,0.8046,0.8059,0.8053
fWwV7o4VjEQ_30.000_40.000,paint woman,"""Four men sat at a table in the room, engaged in an animated discussion, their conversation centered around the excitement of competition and the significance of striving for a win, especially as they all aimed for that coveted fourth place.""",0.0,0.7956,0.8535,0.8236
g7sVjiG-ytg_110.000_120.000,computer screen white stripes,"In a thought-provoking conversation, a man in a black suit engages with another man in a black suit, reflecting on the significance of imposing structures in our surroundings. They discuss the impact of witnessing grand landscapes, such as towering mountains or vast desert formations, emphasizing the powerful reality these sights bring to our lives.",0.0,0.7972,0.8073,0.8022
h8myevRe4r0_0.000_10.000,text,"A man and a woman sat on the sofa engaging in a conversation, exploring the nuances of emotions and the biological aspects of crying among land mammals, while sharing insights on how tears serve to keep their eyes moist and protected from dirt.",0.0,0.7866,0.8102,0.7982
hJYU3nBSyFo_10.000_20.000,red car,"""In the room, a man in a red coat was talking while it was a hot afternoon, creating a lively atmosphere as the conversation unfolded.""",0.5,0.8033,0.8494,0.8257
izQ3nLG4wU0.12,man table basketball game,"""A lively group of people engaged the audience through song and dance on stage, while a man addressed the crowd, passionately discussing the ongoing ANC campaigning efforts across provinces, particularly highlighting the importance of their upcoming victory in Pumalanga.""",0.25,0.8018,0.8132,0.8075
j53tAI-EGcI_30.000_40.000,deer cuckoo clock,"A group of people sat attentively in the room, listening to a man passionately speaking about his experiences over the past 40 years at various events, recounting how he had never heard such a significant statement made before.",0.0,0.8075,0.7921,0.7997
jn9rHjphwtY.3,TV program woman man,"A man in a black coat was holding a piece of paper and animatedly discussing something that he found impressive, saying, ""amazing, it's jaw-dropping,"" as he urged the man next to him to be nice to his brother.",0.25,0.8008,0.8288,0.8146
kVDixF4dN3g.9,woman people lecture flower stone,"In the room, a man wearing a plaid shirt was speaking directly to the camera, reassuringly stating, ""It's not weird, I promise. It's for a medical thing, don't worry.""",0.0,0.8047,0.8475,0.8255
mAG7Kwi9KOI.71,dog shoes woman clothes man,"In the game, a man is shooting with a gun, making a few eliminations right at the start of the match. We can hear a man's voice commenting on the action, mentioning that the game has ended quickly, and now they are moving on to the next map.",0.2,0.7965,0.8115,0.8039
mNsYlojC_kM_230.000_240.000,woman street skateboard people overpass house chair bridge,"In the room, a man in black shortsleeves sat comfortably on a stool, engaging his audience with a discussion about the setup. He expressed hope that the equipment would hold up well, while demonstrating how one could sit and work effectively, suggesting that the space could accommodate multiple people if needed.",0.125,0.8024,0.8099,0.8061
ockTDkyCbiY.22,man coat glove hat tree snow,"""Outside, a man in a hat speaks to the camera about his preparations in the garage for an event involving Nicole, mentioning his conversation with a vet.""",0.3333,0.8091,0.7961,0.8025
p63sYVCLVUk_30.000_40.000,man grinder metal,"In the room, a woman wearing a blue coat sat comfortably in a chair, engaged in conversation while a mask covered her face. As she spoke, her expression hinted at a light-hearted moment, perhaps reflecting on a rich and indulgent experience, saying, ""That one was definitely a heavy cream."" She smiled and added, ""Oh good! I feel like I ate butter.""",0.0,0.7863,0.7971,0.7917
pZF-hff52ts_60.000_70.000,sniper scope gun shoot soldier compass video game,"A man in a blue coat sat on a rock, engaged in conversation about his whole food diet, which he describes as a primal, paleo-inspired approach that focuses on eating real, clean food.",0.0,0.8082,0.8115,0.8098
piYDsIrSvME.27,man trees,"""In the sultry voice of a woman, a man reclines in bed, feeling restless. Suddenly, another man emerges, setting the stage for an intriguing flashback, where desires intertwine and tension builds. The air crackles as the woman provocatively suggests, 'I got an itch. I thought you could help me scratch, cowboy.'""",0.5,0.778,0.8367,0.8063
prmGPzSpZtg.20,people crowd convention paper car,"""A man is introducing and demonstrating the machine in front of him while discussing the process of making a stress relief cut.""",0.0,0.8204,0.8283,0.8244
pyehK5UGPk8.17,man coat wall glasses room,"A man was in the room, engaged in conversation while fiddling with his belongings, including a large battery. He expressed his intention to measure the battery voltage directly, indicating a focus on understanding its condition.",0.4,0.8083,0.8127,0.8105
r5kMQR8qbcQ_30.000_40.000,wind bell wild trees flower,"""A man in a black coat speaks with a camera, discussing the specifics of a hot shoe connector and its connection features.""",0.0,0.8141,0.8063,0.8102
rCqVWGlMXcY.1,man shirt brick wall logo earth,"A man in a black coat was engaged in conversation with someone next to him, discussing various forms of physical training, including boxing, skipping, and body weight exercises, emphasizing the complexity and commitment required for effective workouts.",0.1667,0.8046,0.8168,0.8107
rzHXGinD6ZE_20.000_30.000,woman dress door Spider-Man car,"A man in a black coat was walking down the street, talking animatedly about a large store reminiscent of a department store filled with various photo and video equipment, highlighting how you can often find these items at lower prices.",0.0,0.8316,0.8252,0.8283
s8UnuTvElzQ_0.000_10.000,instrument red carpet,"""In the animated scene, a man and a woman engage in conversation amidst the serene surroundings of the woods, discussing essential safety tips regarding wildlife encounters, emphasizing the importance of maintaining distance and avoiding the offer of food to large birds.""",0.0,0.8006,0.789,0.7948
sEHxWBHUAlM.121,man room computer motherboard box mouse,"""Outside, a man engages his audience as he showcases his belongings, demonstrating how his items, including a stainless steel piece with a versatile loop for attaching to a belt or backpack, are neatly organized and well-designed to fit together.""",0.1667,0.8085,0.8079,0.8082
uKGo4phKqLM_10.000_20.000,woman crowd dance,"""A woman wearing a blue coat was passionately speaking into a horn, conveying a message of strength and solidarity, emphasizing to her audience that they are still with those enduring hardships during their time in jail.""",0.3333,0.7914,0.8369,0.8135
uLWBKxHSwyY.36,man red shirt hat room green fire tree rollercoaster,"A man wearing a black coat was engaged in conversation with a woman in the room, discussing his plans to head over to his friend's house while mentioning that Rebecca mistakenly thinks he has already left.",0.2222,0.8076,0.8077,0.8077
uLcn-Q-TLO8.39,dog golden retriever floor woman room glass,"A man in a plaid shirt was engaged in conversation with another man beside him, discussing plans and expressing gratitude, while ensuring that everything was in good hands for the others involved.",0.0,0.8009,0.7749,0.7877
v266CJ4-yhA.12,host TV man woman,"A man in a black coat was talking, discussing the thorough checks a car must undergo before being approved for sale, including a detailed assessment of numerous criteria to determine its value.",0.25,0.8011,0.8284,0.8145
vB00cAT5iPo_60.000_70.000,hamster white broccoli table,"A woman in a black coat was engaged in a conversation in the room, discussing the tragic news about the float plane crash off the coast of central BC, where four people have been confirmed killed.",0.0,0.8066,0.8028,0.8047
wC-L0S7Lz_0.46,knife rope glove paper floor,"""A man in a gray coat was skating gracefully on the rink, showcasing his impressive moves while wearing stylish roller skates fitted with fiberglass wheels, which are known to be very slippery. Meanwhile, another man was engaged in conversation, discussing the benefits of the skates and how they enhance the skating experience.""",0.0,0.7966,0.806,0.8013
wllkJ2lazaI.4,man earth space ocean,"Two men, both dressed in sleek black suits, engaged in a conversation, with one of them emphasizing the importance of learning Mandarin.",0.0,0.8074,0.821,0.8142
xfNeZaw4o3U_17.000_27.000,man bicycle bike road street,"""Presented in bold white letters against a striking red background, a man's voice reflects on a team that has shown remarkable organic improvement. He highlights how the team, built around young players, adapted to a new system and consistently enhanced their performance as the previous season progressed. He expresses optimism for their continued growth this year.""",0.0,0.7988,0.8168,0.8077
y2ZbO4KBLnY.3,man motorcycle road sunglasses,"In the room, a man was engaged in a lively conversation with another man, sharing opinions about food, reminiscing about enjoyable dishes, and expressing that while certain items might not be a daily choice, he wouldn't hesitate to savor them again because they are indeed quite good.",0.25,0.7918,0.8326,0.8117
yBYd03Hr2kQ_320.000_330.000,instrument guitar pedal,"""In the room, a man was discussing the utility of a knife, emphasizing its importance for tasks like cutting rope and the effectiveness of using a blade, while reflecting on the design of a seatbelt cutter as a mere afterthought.""",0.0,0.8077,0.8003,0.804
z3xiKSDoZEI_160.000_170.000,scissors cloth table,"In the room, a woman wearing a red checkered shirt was focused on applying her makeup while speaking about her eyebrow grooming technique, explaining how she removes stray hairs that fall outside her natural eyebrow shape.",0.0,0.7992,0.7859,0.7925
zUCZ4R0NNes_0.000_10.000,woman sofa,"""In the voice of a man, a building emerged as part of this week's exploration into the competition to determine who will succeed Dan Ackerson.""",0.0,0.8024,0.8342,0.818
zZU-PJA5Woo_30.000_40.000,band instruments,"""In the kitchen, a woman was preparing a meal, discussing her process as she artfully placed the buns down, saying, 'That's the wrong bun. Let's do a little...' as she demonstrated her cooking skills.""",0.0,0.7979,0.8237,0.8106
ze0vbGinCyY.54,men room table,"""On the grass, a man wearing a hat was engaged in conversation with another man, discussing how important it is to maintain the quality of the landing spots for the players, ensuring these areas remain nice and well-kept for their use.""",0.0,0.7961,0.7742,0.785
